aglomerado,provincia_completa,gen,edad,e_civil,ht_ocup,nivel_ed,cond_act,cond_parent,alfabet,cat_ocup,percap_fam,tama_aglomerado,nivel_pobreza,cond_pobre
10,mendoza,2,22,1,,3,3,2,1,0,350.0,S,0.0863100008631,1
10,mendoza,1,3,5,,7,4,3,2,0,350.0,S,0.0863100008631,1
10,mendoza,1,2,5,,7,4,3,2,0,350.0,S,0.0863100008631,1
10,mendoza,2,34,2,25.0,6,1,1,1,3,8125.0,S,2.00362502003625,0
10,mendoza,1,39,2,20.0,6,1,2,1,3,8125.0,S,2.00362502003625,0
10,mendoza,2,9,5,,1,4,3,1,0,8125.0,S,2.00362502003625,0
10,mendoza,1,5,5,,7,3,3,2,0,8125.0,S,2.00362502003625,0
10,mendoza,1,34,2,30.0,6,1,1,1,3,11000.0,S,2.7126000271260002,0
10,mendoza,2,36,2,40.0,6,1,2,1,3,11000.0,S,2.7126000271260002,0
10,mendoza,1,30,2,72.0,4,1,1,1,3,4250.0,S,1.0480500104805002,0
10,mendoza,2,24,2,10.0,3,1,2,1,2,4250.0,S,1.0480500104805002,0
10,mendoza,1,8,5,,1,4,3,1,0,4250.0,S,1.0480500104805002,0
10,mendoza,2,2,5,,7,4,3,2,0,4250.0,S,1.0480500104805002,0
10,mendoza,1,-1,5,,7,4,3,3,0,1233.33,S,0.30413918104139176,1
10,mendoza,2,33,2,84.0,4,1,1,1,3,2250.0,S,0.5548500055485001,1
10,mendoza,2,33,2,20.0,6,1,2,1,3,2250.0,S,0.5548500055485001,1
10,mendoza,1,7,5,,1,4,3,1,0,2250.0,S,0.5548500055485001,1
10,mendoza,1,3,5,,7,4,3,2,0,2250.0,S,0.5548500055485001,1
10,mendoza,2,61,2,,3,3,1,1,0,12933.33,S,3.189359209893592,0
10,mendoza,1,63,2,40.0,4,1,2,1,3,12933.33,S,3.189359209893592,0
10,mendoza,1,33,5,72.0,6,1,3,1,3,12933.33,S,3.189359209893592,0
10,mendoza,1,69,4,,3,3,1,1,0,4800.0,S,1.1836800118368,0
10,mendoza,1,47,2,8.0,3,1,1,1,2,2125.0,S,0.5240250052402501,1
10,mendoza,2,39,2,14.0,3,1,2,1,3,2125.0,S,0.5240250052402501,1
10,mendoza,1,15,5,,3,3,3,1,0,2125.0,S,0.5240250052402501,1
10,mendoza,1,6,5,,1,4,3,1,0,2125.0,S,0.5240250052402501,1
10,mendoza,2,19,3,,5,3,3,1,0,2125.0,S,0.5240250052402501,1
10,mendoza,2,3,5,,7,4,5,2,0,2125.0,S,0.5240250052402501,1
10,mendoza,2,25,1,,4,3,1,1,0,2080.0,S,0.51292800512928,1
10,mendoza,1,24,1,48.0,3,1,2,1,3,2080.0,S,0.51292800512928,1
10,mendoza,1,5,5,,7,4,3,2,0,2080.0,S,0.51292800512928,1
10,mendoza,2,4,5,,7,4,5,2,0,10200.0,S,2.5153200251532004,0
10,mendoza,2,50,5,12.0,2,1,1,1,3,1612.5,S,0.39764250397642503,1
10,mendoza,2,19,5,48.0,4,1,3,1,3,1612.5,S,0.39764250397642503,1
10,mendoza,1,18,5,,3,3,3,1,0,1612.5,S,0.39764250397642503,1
10,mendoza,2,46,5,,1,3,8,2,0,1612.5,S,0.39764250397642503,1
10,mendoza,1,30,1,40.0,4,1,1,1,3,5200.0,S,1.2823200128232002,0
10,mendoza,2,31,1,25.0,6,1,2,1,3,5200.0,S,1.2823200128232002,0
10,mendoza,2,1,5,,7,4,3,3,0,5200.0,S,1.2823200128232002,0
10,mendoza,1,38,1,56.0,4,1,1,1,3,2825.0,S,0.69664500696645,1
10,mendoza,2,33,1,48.0,4,1,2,1,2,2825.0,S,0.69664500696645,1
10,mendoza,2,14,5,,3,3,3,1,0,2825.0,S,0.69664500696645,1
10,mendoza,1,6,5,,1,4,3,1,0,2825.0,S,0.69664500696645,1
10,mendoza,1,69,2,,2,3,1,1,0,4800.0,S,1.1836800118368,0
10,mendoza,2,68,2,,2,3,2,1,0,4800.0,S,1.1836800118368,0
10,mendoza,1,73,3,,1,3,1,1,0,4800.0,S,1.1836800118368,0
10,mendoza,1,47,2,50.0,4,1,1,1,2,3240.0,S,0.79898400798984,1
10,mendoza,2,48,2,30.0,4,1,2,1,3,3240.0,S,0.79898400798984,1
10,mendoza,2,22,5,,4,2,3,1,3,3240.0,S,0.79898400798984,1
10,mendoza,1,64,5,,4,3,9,1,0,7150.0,S,1.7631900176319002,0
10,mendoza,1,29,2,50.0,6,1,1,1,2,8333.33,S,2.054999198549992,0
10,mendoza,2,29,2,,6,3,2,1,0,8333.33,S,2.054999198549992,0
10,mendoza,1,-1,5,,7,4,3,3,0,8333.33,S,2.054999198549992,0
10,mendoza,1,54,2,32.0,5,1,1,1,2,3135.0,S,0.7730910077309101,1
10,mendoza,2,40,2,16.0,4,1,2,1,4,3135.0,S,0.7730910077309101,1
10,mendoza,1,23,5,,5,3,3,1,0,3135.0,S,0.7730910077309101,1
10,mendoza,2,18,5,,3,3,3,1,0,3135.0,S,0.7730910077309101,1
10,mendoza,1,31,1,40.0,5,1,1,1,3,8000.0,S,1.9728000197280002,0
10,mendoza,2,47,1,20.0,3,1,2,1,3,8000.0,S,1.9728000197280002,0
10,mendoza,1,49,2,50.0,6,1,1,1,3,10500.0,S,2.5893000258930003,0
10,mendoza,2,40,2,,6,3,2,1,0,10500.0,S,2.5893000258930003,0
10,mendoza,2,14,5,,3,3,3,1,0,10500.0,S,2.5893000258930003,0
10,mendoza,1,7,5,,1,4,3,1,0,10500.0,S,2.5893000258930003,0
10,mendoza,1,75,2,,4,3,1,1,0,13800.0,S,3.4030800340308,0
10,mendoza,2,60,2,,4,3,2,1,0,13800.0,S,3.4030800340308,0
10,mendoza,1,35,2,30.0,5,1,1,1,3,6750.0,S,1.6645500166455,0
10,mendoza,2,35,2,24.0,6,1,2,1,3,6750.0,S,1.6645500166455,0
10,mendoza,1,64,2,40.0,4,1,1,1,3,3950.0,S,0.9740700097407001,1
10,mendoza,2,61,2,,4,3,2,1,0,3950.0,S,0.9740700097407001,1
10,mendoza,2,33,5,,6,3,3,1,0,3950.0,S,0.9740700097407001,1
10,mendoza,1,31,5,,6,3,3,1,0,3950.0,S,0.9740700097407001,1
10,mendoza,1,47,1,84.0,5,1,1,1,2,8333.33,S,2.054999198549992,0
10,mendoza,2,44,1,50.0,6,1,2,1,3,8333.33,S,2.054999198549992,0
10,mendoza,2,13,5,,3,3,3,1,0,8333.33,S,2.054999198549992,0
10,mendoza,2,66,4,,2,3,1,1,0,6500.0,S,1.6029000160290001,0
10,mendoza,1,25,5,40.0,3,1,5,1,3,6500.0,S,1.6029000160290001,0
10,mendoza,1,37,1,40.0,6,1,1,1,3,5766.67,S,1.4220608362206084,0
10,mendoza,2,28,1,44.0,3,1,2,1,3,5766.67,S,1.4220608362206084,0
10,mendoza,1,10,5,,1,3,3,1,0,5766.67,S,1.4220608362206084,0
10,mendoza,2,84,4,,2,3,1,1,0,9350.0,S,2.3057100230571,0
10,mendoza,2,56,2,20.0,6,1,3,1,3,9350.0,S,2.3057100230571,0
10,mendoza,2,46,1,,2,2,1,1,3,1625.0,S,0.40072500400725003,1
10,mendoza,1,48,1,40.0,3,1,2,1,1,1625.0,S,0.40072500400725003,1
10,mendoza,1,19,5,,2,3,3,1,0,1625.0,S,0.40072500400725003,1
10,mendoza,1,10,5,,1,3,3,1,0,1625.0,S,0.40072500400725003,1
10,mendoza,1,60,2,40.0,2,1,1,1,2,2500.0,S,0.616500006165,1
10,mendoza,2,57,2,48.0,2,1,2,1,3,2500.0,S,0.616500006165,1
10,mendoza,1,20,5,16.0,4,1,3,1,3,2500.0,S,0.616500006165,1
10,mendoza,2,23,5,,4,3,3,1,0,2500.0,S,0.616500006165,1
10,mendoza,2,4,5,,7,4,5,2,0,2500.0,S,0.616500006165,1
10,mendoza,2,2,5,,7,4,5,2,0,2500.0,S,0.616500006165,1
10,mendoza,1,25,3,48.0,1,1,3,1,3,2500.0,S,0.616500006165,1
10,mendoza,2,3,5,,7,4,5,2,0,2500.0,S,0.616500006165,1
10,mendoza,1,72,2,,2,3,1,1,0,2660.0,S,0.6559560065595601,1
10,mendoza,2,9,5,,1,4,3,1,0,3240.0,S,0.79898400798984,1
10,mendoza,1,5,5,,7,4,3,2,0,3240.0,S,0.79898400798984,1
10,mendoza,1,31,1,40.0,5,1,1,1,3,2500.0,S,0.616500006165,1
10,mendoza,2,29,1,,4,3,2,1,0,2500.0,S,0.616500006165,1
10,mendoza,1,7,5,,1,4,3,1,0,2500.0,S,0.616500006165,1
10,mendoza,1,2,5,,7,4,3,2,0,2500.0,S,0.616500006165,1
10,mendoza,1,69,2,30.0,6,1,1,1,2,5800.0,S,1.4302800143028,0
10,mendoza,2,66,2,,4,3,2,1,0,5800.0,S,1.4302800143028,0
10,mendoza,1,35,2,45.0,6,1,1,1,3,7500.0,S,1.8495000184950001,0
10,mendoza,2,35,2,,4,3,2,1,0,7500.0,S,1.8495000184950001,0
10,mendoza,2,5,5,,7,4,3,2,0,7500.0,S,1.8495000184950001,0
10,mendoza,1,3,5,,7,4,3,2,0,7500.0,S,1.8495000184950001,0
10,mendoza,1,39,1,40.0,4,1,1,1,3,4100.0,S,1.0110600101106,0
10,mendoza,1,36,1,40.0,5,1,2,1,2,4100.0,S,1.0110600101106,0
10,mendoza,2,8,5,,1,4,3,1,0,4100.0,S,1.0110600101106,0
10,mendoza,2,5,5,,7,4,3,2,0,4100.0,S,1.0110600101106,0
10,mendoza,1,5,5,,7,4,3,2,0,4100.0,S,1.0110600101106,0
10,mendoza,1,50,2,32.0,6,1,1,1,3,3250.0,S,0.8014500080145001,1
10,mendoza,1,5,5,,7,4,3,2,0,6750.0,S,1.6645500166455,0
10,mendoza,1,2,5,,7,4,3,2,0,6750.0,S,1.6645500166455,0
10,mendoza,1,47,2,56.0,2,1,1,1,2,2500.0,S,0.616500006165,1
10,mendoza,2,48,2,56.0,6,1,2,1,2,2500.0,S,0.616500006165,1
10,mendoza,2,17,5,,3,3,3,1,0,2500.0,S,0.616500006165,1
10,mendoza,1,14,5,,3,3,3,1,0,2500.0,S,0.616500006165,1
10,mendoza,2,34,5,50.0,6,1,1,1,3,20000.0,S,4.93200004932,0
10,mendoza,2,59,3,36.0,3,1,1,1,3,7000.0,S,1.7262000172620002,0
10,mendoza,1,37,5,40.0,3,1,3,1,3,7000.0,S,1.7262000172620002,0
10,mendoza,2,74,3,,6,3,1,1,0,10000.0,S,2.46600002466,0
10,mendoza,2,64,3,,1,3,1,1,0,1934.29,S,0.47699591876995917,1
10,mendoza,2,47,1,56.0,2,1,3,1,2,1934.29,S,0.47699591876995917,1
10,mendoza,1,52,1,16.0,1,1,4,1,3,1934.29,S,0.47699591876995917,1
10,mendoza,1,29,5,32.0,3,1,5,1,3,1934.29,S,0.47699591876995917,1
10,mendoza,1,20,5,36.0,3,1,5,1,3,1934.29,S,0.47699591876995917,1
10,mendoza,1,19,5,,3,3,5,1,0,1934.29,S,0.47699591876995917,1
10,mendoza,1,8,5,,1,4,5,1,0,1934.29,S,0.47699591876995917,1
10,mendoza,1,57,2,50.0,2,1,4,1,3,9350.0,S,2.3057100230571,0
10,mendoza,2,32,5,20.0,6,1,5,1,3,9350.0,S,2.3057100230571,0
10,mendoza,1,52,2,84.0,3,1,1,1,2,1933.33,S,0.47675918276759177,1
10,mendoza,2,52,2,15.0,2,1,2,1,3,1933.33,S,0.47675918276759177,1
10,mendoza,2,18,5,,3,3,3,1,0,1933.33,S,0.47675918276759177,1
10,mendoza,2,73,4,,2,3,6,1,0,1933.33,S,0.47675918276759177,1
10,mendoza,2,27,3,,3,3,3,1,0,1933.33,S,0.47675918276759177,1
10,mendoza,1,2,5,,7,4,5,2,0,1933.33,S,0.47675918276759177,1
10,mendoza,1,68,2,,2,3,1,1,0,5400.0,S,1.3316400133164001,0
10,mendoza,2,61,2,,2,3,2,1,0,5400.0,S,1.3316400133164001,0
10,mendoza,1,77,2,,5,3,1,1,0,8150.0,S,2.0097900200979,0
10,mendoza,2,71,2,,5,3,2,1,0,8150.0,S,2.0097900200979,0
10,mendoza,1,70,2,,3,3,1,1,0,7533.33,S,1.857719196577192,0
10,mendoza,2,65,2,,6,3,2,1,0,7533.33,S,1.857719196577192,0
10,mendoza,1,27,5,48.0,6,1,3,1,3,7533.33,S,1.857719196577192,0
10,mendoza,1,45,2,55.0,5,1,1,1,2,5500.0,S,1.3563000135630001,0
10,mendoza,2,44,2,9.0,6,1,2,1,3,5500.0,S,1.3563000135630001,0
10,mendoza,2,17,5,,3,3,3,1,0,5500.0,S,1.3563000135630001,0
10,mendoza,2,59,2,,3,3,2,1,0,8600.0,S,2.1207600212076003,0
10,mendoza,2,20,5,,4,3,3,1,0,8600.0,S,2.1207600212076003,0
10,mendoza,1,71,2,,2,3,1,1,0,4800.0,S,1.1836800118368,0
10,mendoza,2,68,2,,2,3,2,1,0,4800.0,S,1.1836800118368,0
10,mendoza,1,84,4,,1,3,1,1,0,3183.33,S,0.7850091858500918,1
10,mendoza,2,39,3,,3,3,3,1,0,3183.33,S,0.7850091858500918,1
10,mendoza,2,10,5,,1,3,5,1,0,3183.33,S,0.7850091858500918,1
10,mendoza,2,95,4,,2,3,1,1,0,6033.33,S,1.4878191928781919,0
10,mendoza,1,62,3,30.0,5,1,3,1,3,6033.33,S,1.4878191928781919,0
10,mendoza,1,55,5,,1,3,3,2,0,6033.33,S,1.4878191928781919,0
10,mendoza,1,60,2,56.0,2,1,1,1,1,4400.0,S,1.0850400108504001,0
10,mendoza,2,52,2,56.0,2,1,2,1,2,4400.0,S,1.0850400108504001,0
10,mendoza,2,58,5,40.0,2,1,1,1,3,3750.0,S,0.9247500092475001,1
10,mendoza,1,34,5,32.0,4,1,9,1,3,3750.0,S,0.9247500092475001,1
10,mendoza,1,28,3,32.0,2,1,9,1,3,3750.0,S,0.9247500092475001,1
10,mendoza,1,4,5,,7,4,9,2,0,3750.0,S,0.9247500092475001,1
10,mendoza,1,51,2,50.0,2,1,1,1,2,4960.0,S,1.2231360122313601,0
10,mendoza,2,52,2,,4,3,2,1,0,4960.0,S,1.2231360122313601,0
10,mendoza,2,50,2,,6,3,2,1,0,3250.0,S,0.8014500080145001,1
10,mendoza,2,12,5,,1,3,3,1,0,3250.0,S,0.8014500080145001,1
10,mendoza,1,19,5,,5,3,3,1,0,3250.0,S,0.8014500080145001,1
10,mendoza,1,63,2,32.0,2,1,1,1,3,7400.0,S,1.8248400182484001,0
10,mendoza,2,73,2,,3,3,2,1,0,7400.0,S,1.8248400182484001,0
10,mendoza,1,64,3,36.0,3,1,1,1,2,8500.0,S,2.0961000209610003,0
10,mendoza,1,40,3,40.0,4,1,1,1,3,2500.0,S,0.616500006165,1
10,mendoza,2,16,5,,3,3,3,1,0,2500.0,S,0.616500006165,1
10,mendoza,1,13,5,,1,3,3,1,0,2500.0,S,0.616500006165,1
10,mendoza,2,6,5,,1,4,3,1,0,2500.0,S,0.616500006165,1
10,mendoza,2,29,1,,2,2,1,1,0,1000.0,S,0.24660000246600003,1
10,mendoza,1,30,1,,4,2,2,1,3,1000.0,S,0.24660000246600003,1
10,mendoza,1,10,5,,1,3,3,1,0,1000.0,S,0.24660000246600003,1
10,mendoza,2,3,5,,7,4,3,2,0,1000.0,S,0.24660000246600003,1
10,mendoza,1,69,4,,2,3,1,1,0,3333.33,S,0.8219991862199918,1
10,mendoza,1,18,5,,4,3,5,1,0,3333.33,S,0.8219991862199918,1
10,mendoza,2,13,5,,3,3,5,1,0,3333.33,S,0.8219991862199918,1
10,mendoza,2,57,3,,2,3,1,1,0,1685.71,S,0.4156960901569609,1
10,mendoza,1,24,5,40.0,4,1,3,1,3,1685.71,S,0.4156960901569609,1
10,mendoza,1,60,2,56.0,4,1,1,1,2,3000.0,S,0.739800007398,1
10,mendoza,2,59,2,36.0,2,1,2,1,2,3000.0,S,0.739800007398,1
10,mendoza,1,29,5,20.0,5,1,3,1,3,3000.0,S,0.739800007398,1
10,mendoza,1,27,5,30.0,4,1,3,1,3,3000.0,S,0.739800007398,1
10,mendoza,2,25,5,,5,3,3,1,0,3000.0,S,0.739800007398,1
10,mendoza,2,55,5,30.0,1,1,1,1,3,3870.0,S,0.9543420095434201,1
10,mendoza,1,18,5,,3,3,3,1,0,3870.0,S,0.9543420095434201,1
10,mendoza,2,53,4,45.0,1,1,1,1,3,1500.0,S,0.369900003699,1
10,mendoza,1,42,1,48.0,4,1,1,1,3,4320.0,S,1.06531201065312,0
10,mendoza,2,40,1,21.0,4,1,2,1,2,4320.0,S,1.06531201065312,0
10,mendoza,1,13,5,,3,3,3,1,0,4320.0,S,1.06531201065312,0
10,mendoza,2,3,5,,7,4,3,2,0,4320.0,S,1.06531201065312,0
10,mendoza,1,51,5,60.0,1,1,1,1,1,2000.0,S,0.49320000493200006,1
10,mendoza,1,19,5,60.0,3,1,3,1,3,2000.0,S,0.49320000493200006,1
10,mendoza,2,14,5,,3,3,3,1,0,5500.0,S,1.3563000135630001,0
10,mendoza,1,23,5,15.0,3,1,1,1,3,4650.0,S,1.1466900114669,0
10,mendoza,1,57,3,48.0,2,1,6,1,3,4650.0,S,1.1466900114669,0
10,mendoza,1,36,2,8.0,3,1,1,1,3,2000.0,S,0.49320000493200006,1
10,mendoza,2,32,2,,3,3,2,1,0,2000.0,S,0.49320000493200006,1
10,mendoza,2,11,5,,1,3,3,1,0,2000.0,S,0.49320000493200006,1
10,mendoza,1,1,5,,7,4,3,3,0,2000.0,S,0.49320000493200006,1
10,mendoza,1,32,1,48.0,3,1,1,1,2,1112.5,S,0.27434250274342503,1
10,mendoza,2,31,1,,3,3,2,1,0,1112.5,S,0.27434250274342503,1
10,mendoza,2,12,5,,1,3,3,1,0,1112.5,S,0.27434250274342503,1
10,mendoza,1,10,5,,1,3,3,1,0,1112.5,S,0.27434250274342503,1
10,mendoza,2,79,4,,2,3,1,1,0,5900.0,S,1.4549400145494,0
10,mendoza,1,36,3,84.0,6,1,1,1,3,12000.0,S,2.959200029592,0
10,mendoza,1,48,2,50.0,6,1,1,1,1,6200.0,S,1.5289200152892002,0
10,mendoza,2,45,2,25.0,6,1,2,1,3,6200.0,S,1.5289200152892002,0
10,mendoza,2,18,5,,5,3,3,1,0,6200.0,S,1.5289200152892002,0
10,mendoza,2,16,5,,3,3,3,1,0,6200.0,S,1.5289200152892002,0
10,mendoza,2,11,5,,1,3,3,1,0,6200.0,S,1.5289200152892002,0
10,mendoza,2,20,5,,5,3,3,1,0,7300.0,S,1.8001800180018002,0
10,mendoza,2,45,3,84.0,2,1,1,1,2,2166.67,S,0.5343008273430083,1
10,mendoza,2,17,5,20.0,3,1,3,1,4,2166.67,S,0.5343008273430083,1
10,mendoza,1,13,5,,1,3,3,1,0,2166.67,S,0.5343008273430083,1
10,mendoza,1,48,3,45.0,6,1,1,1,3,15000.0,S,3.6990000369900002,0
10,mendoza,1,17,5,,3,3,3,1,0,15000.0,S,3.6990000369900002,0
10,mendoza,2,11,5,,1,3,3,1,0,15000.0,S,3.6990000369900002,0
10,mendoza,2,35,3,40.0,2,1,1,1,3,666.67,S,0.1644008236440082,1
10,mendoza,2,16,5,,3,3,3,1,0,666.67,S,0.1644008236440082,1
10,mendoza,2,14,5,,3,3,3,1,0,666.67,S,0.1644008236440082,1
10,mendoza,2,11,5,,1,3,3,1,0,666.67,S,0.1644008236440082,1
10,mendoza,2,9,5,,1,4,3,1,0,666.67,S,0.1644008236440082,1
10,mendoza,1,4,5,,7,4,3,2,0,666.67,S,0.1644008236440082,1
10,mendoza,1,59,2,42.0,6,1,1,1,3,7360.0,S,1.81497601814976,0
10,mendoza,1,22,5,,4,2,3,1,3,1685.71,S,0.4156960901569609,1
10,mendoza,2,19,5,,3,2,3,1,3,1685.71,S,0.4156960901569609,1
10,mendoza,1,16,5,8.0,1,1,3,1,3,1685.71,S,0.4156960901569609,1
10,mendoza,1,15,5,,1,3,3,1,0,1685.71,S,0.4156960901569609,1
10,mendoza,2,15,5,,3,3,3,1,0,1685.71,S,0.4156960901569609,1
10,mendoza,2,45,3,,2,3,1,1,0,4325.71,S,1.066720096667201,0
10,mendoza,2,20,1,36.0,3,1,3,1,3,4325.71,S,1.066720096667201,0
10,mendoza,2,15,5,,3,3,3,1,0,4325.71,S,1.066720096667201,0
10,mendoza,2,10,5,,1,3,3,1,0,4325.71,S,1.066720096667201,0
10,mendoza,2,3,5,,7,4,3,2,0,4325.71,S,1.066720096667201,0
10,mendoza,1,20,1,40.0,3,1,4,1,3,4325.71,S,1.066720096667201,0
10,mendoza,1,-1,5,,7,4,5,3,0,4325.71,S,1.066720096667201,0
10,mendoza,1,63,1,32.0,5,1,1,1,2,1250.0,S,0.3082500030825,1
10,mendoza,2,58,1,,4,3,2,1,0,1250.0,S,0.3082500030825,1
10,mendoza,2,82,4,,1,3,1,1,0,9666.67,S,2.3838008458380084,0
10,mendoza,1,60,5,,4,1,3,1,1,9666.67,S,2.3838008458380084,0
10,mendoza,1,56,3,,4,1,3,1,3,9666.67,S,2.3838008458380084,0
10,mendoza,2,51,3,8.0,3,1,1,1,2,4775.0,S,1.17751501177515,0
10,mendoza,2,25,1,20.0,4,1,3,1,3,4775.0,S,1.17751501177515,0
10,mendoza,1,30,1,72.0,4,1,4,1,3,4775.0,S,1.17751501177515,0
10,mendoza,2,8,5,,1,4,5,1,0,4775.0,S,1.17751501177515,0
10,mendoza,2,27,1,12.0,4,1,3,1,3,4775.0,S,1.17751501177515,0
10,mendoza,1,26,1,40.0,3,1,4,1,3,4775.0,S,1.17751501177515,0
10,mendoza,1,8,5,,1,4,5,1,0,4775.0,S,1.17751501177515,0
10,mendoza,2,4,5,,7,4,5,2,0,4775.0,S,1.17751501177515,0
10,mendoza,1,33,1,40.0,4,1,1,1,3,2600.0,S,0.6411600064116001,1
10,mendoza,2,28,1,14.0,4,1,2,1,3,2600.0,S,0.6411600064116001,1
10,mendoza,1,7,5,,1,4,3,1,0,2600.0,S,0.6411600064116001,1
10,mendoza,2,3,5,,7,4,3,2,0,2600.0,S,0.6411600064116001,1
10,mendoza,2,51,3,9.0,3,1,1,1,3,4500.0,S,1.1097000110970001,0
10,mendoza,1,27,5,40.0,3,1,3,1,3,4500.0,S,1.1097000110970001,0
10,mendoza,2,81,4,,2,3,1,1,0,5500.0,S,1.3563000135630001,0
10,mendoza,1,57,3,,4,3,3,1,0,5500.0,S,1.3563000135630001,0
10,mendoza,2,68,4,4.0,6,1,1,1,3,12000.0,S,2.959200029592,0
10,mendoza,1,70,2,,2,3,1,1,0,5620.0,S,1.3858920138589201,0
10,mendoza,2,69,2,,2,3,2,1,0,5620.0,S,1.3858920138589201,0
10,mendoza,2,31,5,,3,3,3,1,0,5620.0,S,1.3858920138589201,0
10,mendoza,1,10,5,,1,3,5,1,0,5620.0,S,1.3858920138589201,0
10,mendoza,1,39,5,50.0,3,1,3,1,3,5620.0,S,1.3858920138589201,0
10,mendoza,2,68,4,,3,3,1,1,0,5200.0,S,1.2823200128232002,0
10,mendoza,1,41,5,0.0,1,1,3,1,3,5200.0,S,1.2823200128232002,0
10,mendoza,1,3,5,,7,4,3,2,0,2080.0,S,0.51292800512928,1
10,mendoza,2,1,5,,7,4,3,3,0,2080.0,S,0.51292800512928,1
10,mendoza,1,88,1,,3,3,1,1,0,6766.67,S,1.6686608386866084,0
10,mendoza,2,84,1,,3,3,2,1,0,6766.67,S,1.6686608386866084,0
10,mendoza,2,98,5,,2,3,9,1,0,6766.67,S,1.6686608386866084,0
10,mendoza,1,31,2,72.0,2,1,1,1,3,2316.67,S,0.5712908277129083,1
10,mendoza,2,35,2,10.0,4,1,2,1,2,2316.67,S,0.5712908277129083,1
10,mendoza,1,14,5,,3,3,3,1,0,2316.67,S,0.5712908277129083,1
10,mendoza,2,11,5,,1,3,3,1,0,2316.67,S,0.5712908277129083,1
10,mendoza,2,7,5,,1,4,3,1,0,2316.67,S,0.5712908277129083,1
10,mendoza,1,2,5,,7,4,3,2,0,2316.67,S,0.5712908277129083,1
10,mendoza,1,80,2,,2,3,1,1,0,3860.0,S,0.9518760095187601,1
10,mendoza,2,80,2,,2,3,2,1,0,3860.0,S,0.9518760095187601,1
10,mendoza,2,50,3,24.0,4,1,3,1,3,3860.0,S,0.9518760095187601,1
10,mendoza,1,14,5,,3,3,5,1,0,3860.0,S,0.9518760095187601,1
10,mendoza,2,90,4,,1,3,1,1,0,5300.0,S,1.3069800130698002,0
10,mendoza,2,42,5,60.0,3,1,5,1,3,5300.0,S,1.3069800130698002,0
10,mendoza,2,27,5,2.0,1,1,1,1,3,1000.0,S,0.24660000246600003,1
10,mendoza,1,30,1,56.0,5,1,1,1,3,6666.67,S,1.6440008384400084,0
10,mendoza,2,32,1,56.0,6,1,2,1,3,6666.67,S,1.6440008384400084,0
10,mendoza,2,4,5,,7,4,3,2,0,6666.67,S,1.6440008384400084,0
10,mendoza,2,55,4,25.0,2,1,1,1,3,10850.0,S,2.6756100267561003,0
10,mendoza,1,27,5,56.0,4,1,3,1,3,10850.0,S,2.6756100267561003,0
10,mendoza,2,58,3,50.0,6,1,1,1,3,11000.0,S,2.7126000271260002,0
10,mendoza,1,24,5,,5,3,3,1,0,11000.0,S,2.7126000271260002,0
10,mendoza,1,44,3,40.0,1,1,1,1,3,4100.0,S,1.0110600101106,0
10,mendoza,2,45,3,,4,3,10,1,0,4100.0,S,1.0110600101106,0
10,mendoza,1,14,5,,3,3,3,1,0,4100.0,S,1.0110600101106,0
10,mendoza,2,10,5,,1,3,3,1,0,4100.0,S,1.0110600101106,0
10,mendoza,1,70,2,30.0,1,1,7,1,2,4100.0,S,1.0110600101106,0
10,mendoza,2,1,5,,7,4,3,3,0,2600.0,S,0.6411600064116001,1
10,mendoza,2,44,3,6.0,4,1,1,1,2,1866.67,S,0.4603208266032083,1
10,mendoza,2,21,5,,5,3,3,1,0,1866.67,S,0.4603208266032083,1
10,mendoza,1,8,5,,1,4,3,1,0,1866.67,S,0.4603208266032083,1
10,mendoza,1,64,2,40.0,2,1,1,1,1,7000.0,S,1.7262000172620002,0
10,mendoza,2,62,2,,4,3,2,1,0,7000.0,S,1.7262000172620002,0
10,mendoza,1,27,5,40.0,4,1,3,1,3,7000.0,S,1.7262000172620002,0
10,mendoza,1,86,4,,4,3,1,1,0,10000.0,S,2.46600002466,0
10,mendoza,1,44,3,56.0,2,1,1,1,3,1240.0,S,0.30578400305784004,1
10,mendoza,2,18,5,,3,3,3,1,0,1240.0,S,0.30578400305784004,1
10,mendoza,1,12,5,,1,3,3,1,0,1240.0,S,0.30578400305784004,1
10,mendoza,1,11,5,,1,3,3,1,0,1240.0,S,0.30578400305784004,1
10,mendoza,2,-1,5,,7,4,5,3,0,1240.0,S,0.30578400305784004,1
10,mendoza,1,48,2,,3,3,1,1,0,2916.67,S,0.7192508291925083,1
10,mendoza,2,43,2,72.0,2,1,2,1,3,2916.67,S,0.7192508291925083,1
10,mendoza,2,44,4,,1,3,3,1,0,5200.0,S,1.2823200128232002,0
10,mendoza,2,22,1,56.0,3,1,1,1,3,3833.33,S,0.9452991874529918,1
10,mendoza,1,23,1,48.0,2,1,2,1,3,3833.33,S,0.9452991874529918,1
10,mendoza,2,6,5,,7,4,3,2,0,3833.33,S,0.9452991874529918,1
10,mendoza,1,67,1,,5,3,1,1,0,5000.0,S,1.23300001233,0
10,mendoza,2,72,1,,4,3,2,1,0,5000.0,S,1.23300001233,0
10,mendoza,1,44,5,60.0,3,1,1,1,1,2333.33,S,0.5753991837539918,1
10,mendoza,1,22,5,60.0,3,1,3,1,3,2333.33,S,0.5753991837539918,1
10,mendoza,2,17,5,,3,3,3,1,0,2333.33,S,0.5753991837539918,1
