aglomerado,provincia_completa,gen,edad,e_civil,ht_ocup,nivel_ed,cond_act,cond_parent,alfabet,cat_ocup,percap_fam,tama_aglomerado,nivel_pobreza,cond_pobre
23,salta,1,28,5,24.0,3,1,3,1,1,1616.67,S,0.3986708259867083,1
23,salta,1,23,5,,3,3,3,1,0,1616.67,S,0.3986708259867083,1
23,salta,2,36,4,24.0,5,1,3,1,1,1616.67,S,0.3986708259867083,1
23,salta,2,33,5,,3,3,3,1,0,1616.67,S,0.3986708259867083,1
23,salta,2,17,5,,3,3,5,1,0,1616.67,S,0.3986708259867083,1
23,salta,2,14,5,,3,3,5,1,0,1616.67,S,0.3986708259867083,1
23,salta,2,12,5,,1,3,5,1,0,1616.67,S,0.3986708259867083,1
23,salta,2,5,5,,7,4,5,1,0,1616.67,S,0.3986708259867083,1
23,salta,1,27,1,48.0,3,1,1,1,3,2800.0,S,0.6904800069048,1
23,salta,2,37,2,,4,3,2,1,0,4500.0,S,1.1097000110970001,0
23,salta,2,12,5,,1,3,3,1,0,4500.0,S,1.1097000110970001,0
23,salta,1,11,5,,1,3,3,1,0,4500.0,S,1.1097000110970001,0
23,salta,2,52,3,25.0,6,1,1,1,3,3657.14,S,0.9018507330185073,1
23,salta,1,29,5,72.0,4,1,3,1,3,3657.14,S,0.9018507330185073,1
23,salta,2,23,2,,4,3,3,1,0,3657.14,S,0.9018507330185073,1
23,salta,1,25,2,,4,2,4,1,2,3657.14,S,0.9018507330185073,1
23,salta,1,6,5,,1,4,5,1,0,3657.14,S,0.9018507330185073,1
23,salta,2,4,5,,7,4,5,2,0,3657.14,S,0.9018507330185073,1
23,salta,1,2,5,,7,4,5,2,0,3657.14,S,0.9018507330185073,1
23,salta,2,34,3,,4,3,1,1,0,1750.0,S,0.43155000431550006,1
23,salta,1,13,5,,3,3,3,1,0,1750.0,S,0.43155000431550006,1
23,salta,2,11,5,,1,3,3,1,0,1750.0,S,0.43155000431550006,1
23,salta,1,10,5,,1,3,3,1,0,1750.0,S,0.43155000431550006,1
23,salta,2,46,4,,2,3,1,1,0,7100.0,S,1.7508600175086002,0
23,salta,1,13,5,,3,3,3,1,0,7100.0,S,1.7508600175086002,0
23,salta,1,57,2,54.0,2,1,1,1,3,3616.67,S,0.8918708309187083,1
23,salta,2,61,2,,2,3,2,1,0,3616.67,S,0.8918708309187083,1
23,salta,1,17,5,,3,3,3,1,0,3616.67,S,0.8918708309187083,1
23,salta,1,4,5,,7,4,3,2,0,1600.0,S,0.39456000394560004,1
23,salta,2,19,5,,5,3,9,1,0,1600.0,S,0.39456000394560004,1
23,salta,1,48,2,84.0,2,1,1,1,3,1388.89,S,0.3425002774250028,1
23,salta,2,58,2,10.0,2,1,2,1,3,1388.89,S,0.3425002774250028,1
23,salta,1,28,5,,4,3,3,1,0,1388.89,S,0.3425002774250028,1
23,salta,1,25,2,,3,3,3,1,0,1388.89,S,0.3425002774250028,1
23,salta,2,16,5,,3,3,3,1,0,1388.89,S,0.3425002774250028,1
23,salta,1,5,5,,7,4,5,2,0,1388.89,S,0.3425002774250028,1
23,salta,1,3,5,,7,4,5,2,0,1388.89,S,0.3425002774250028,1
23,salta,2,26,2,2.0,4,1,4,1,4,1388.89,S,0.3425002774250028,1
23,salta,1,26,5,30.0,3,1,3,1,3,1388.89,S,0.3425002774250028,1
23,salta,1,27,1,66.0,2,1,1,1,3,1750.0,S,0.43155000431550006,1
23,salta,2,32,1,,3,3,2,1,0,1750.0,S,0.43155000431550006,1
23,salta,2,4,5,,7,4,3,2,0,1750.0,S,0.43155000431550006,1
23,salta,2,8,5,,1,4,3,1,0,1750.0,S,0.43155000431550006,1
23,salta,2,58,2,4.0,1,1,1,1,4,1037.5,S,0.255847502558475,1
23,salta,1,61,2,8.0,1,1,2,1,4,1037.5,S,0.255847502558475,1
23,salta,1,26,1,,4,3,3,1,0,1037.5,S,0.255847502558475,1
23,salta,2,9,5,,1,4,5,1,0,2716.67,S,0.6699308286993083,1
23,salta,2,51,1,12.0,1,1,1,1,2,5350.0,S,1.3193100131931002,0
23,salta,1,77,1,,2,3,2,1,0,5350.0,S,1.3193100131931002,0
23,salta,2,30,2,40.0,6,1,1,1,3,49000.0,S,12.083400120834002,0
23,salta,1,37,2,48.0,4,1,2,1,2,49000.0,S,12.083400120834002,0
23,salta,1,57,5,,4,3,1,1,0,13750.0,S,3.3907500339075,0
23,salta,2,18,5,,5,3,9,1,0,13750.0,S,3.3907500339075,0
23,salta,1,59,2,,2,3,1,1,0,3357.14,S,0.8278707322787072,1
23,salta,2,53,2,,1,3,2,1,0,3357.14,S,0.8278707322787072,1
23,salta,1,30,5,20.0,2,1,3,1,2,3357.14,S,0.8278707322787072,1
23,salta,1,29,5,20.0,1,1,3,1,3,3357.14,S,0.8278707322787072,1
23,salta,1,29,5,20.0,4,1,3,1,3,3357.14,S,0.8278707322787072,1
23,salta,1,24,5,24.0,2,1,3,1,3,3357.14,S,0.8278707322787072,1
23,salta,1,21,5,,1,3,3,1,0,3357.14,S,0.8278707322787072,1
23,salta,1,62,3,8.0,2,1,1,1,2,2900.0,S,0.7151400071514,1
23,salta,2,25,5,,2,3,3,1,0,2900.0,S,0.7151400071514,1
23,salta,2,30,5,18.0,3,1,1,1,3,1500.0,S,0.369900003699,1
23,salta,2,28,1,,4,3,2,1,0,2800.0,S,0.6904800069048,1
23,salta,1,2,5,,7,4,3,2,0,2800.0,S,0.6904800069048,1
23,salta,2,80,4,,5,3,1,1,0,8000.0,S,1.9728000197280002,0
23,salta,1,43,2,24.0,3,1,1,1,3,1542.86,S,0.38046927980469275,1
23,salta,2,33,2,40.0,3,1,2,1,3,1542.86,S,0.38046927980469275,1
23,salta,2,15,5,,3,3,3,1,0,1542.86,S,0.38046927980469275,1
23,salta,2,13,5,,3,3,3,1,0,1542.86,S,0.38046927980469275,1
23,salta,2,12,5,,1,3,3,1,0,1542.86,S,0.38046927980469275,1
23,salta,1,10,5,,1,3,3,1,0,1542.86,S,0.38046927980469275,1
23,salta,1,9,5,,1,4,3,1,0,1542.86,S,0.38046927980469275,1
23,salta,2,75,5,,2,3,1,1,0,3450.0,S,0.8507700085077,1
23,salta,2,53,1,,4,3,3,1,0,3450.0,S,0.8507700085077,1
23,salta,1,25,5,36.0,4,1,5,1,3,3450.0,S,0.8507700085077,1
23,salta,1,64,1,48.0,2,1,4,1,3,3450.0,S,0.8507700085077,1
23,salta,1,24,5,,5,3,1,1,0,1600.0,S,0.39456000394560004,1
23,salta,1,70,2,48.0,5,1,1,1,1,7500.0,S,1.8495000184950001,0
23,salta,2,70,2,48.0,6,1,2,1,1,7500.0,S,1.8495000184950001,0
23,salta,1,31,2,30.0,5,1,3,1,1,7500.0,S,1.8495000184950001,0
23,salta,2,20,5,,4,3,9,1,0,3616.67,S,0.8918708309187083,1
23,salta,2,8,5,,1,4,5,1,0,3616.67,S,0.8918708309187083,1
23,salta,1,6,5,,1,4,5,1,0,3616.67,S,0.8918708309187083,1
23,salta,1,54,1,,4,3,1,1,0,7166.67,S,1.7673008396730083,0
23,salta,2,51,1,70.0,3,1,2,1,2,7166.67,S,1.7673008396730083,0
23,salta,1,21,5,28.0,5,1,3,1,2,7166.67,S,1.7673008396730083,0
23,salta,1,61,1,25.0,4,1,1,1,3,4833.33,S,1.191899189918992,0
23,salta,2,58,1,,2,3,2,1,0,4833.33,S,1.191899189918992,0
23,salta,1,37,5,,1,3,3,1,0,4833.33,S,1.191899189918992,0
23,salta,1,30,2,30.0,3,1,1,1,3,3750.0,S,0.9247500092475001,1
23,salta,2,36,2,,4,3,2,1,0,3750.0,S,0.9247500092475001,1
23,salta,1,19,5,,4,3,3,1,0,3750.0,S,0.9247500092475001,1
23,salta,2,9,5,,1,4,3,1,0,3750.0,S,0.9247500092475001,1
23,salta,2,83,5,,2,3,1,1,0,7000.0,S,1.7262000172620002,0
23,salta,2,57,1,18.0,1,1,1,1,4,2200.0,S,0.5425200054252001,1
23,salta,1,58,1,70.0,3,1,2,1,2,2200.0,S,0.5425200054252001,1
23,salta,2,32,5,24.0,3,1,3,1,2,2200.0,S,0.5425200054252001,1
23,salta,2,8,5,,1,4,5,1,0,2200.0,S,0.5425200054252001,1
23,salta,2,23,5,,4,1,3,1,2,1037.5,S,0.255847502558475,1
23,salta,2,2,5,,7,4,5,2,0,1037.5,S,0.255847502558475,1
23,salta,2,24,1,,3,3,4,1,0,1037.5,S,0.255847502558475,1
23,salta,1,5,5,,7,4,5,2,0,1037.5,S,0.255847502558475,1
23,salta,2,3,5,,7,4,5,2,0,1037.5,S,0.255847502558475,1
23,salta,2,62,1,,2,3,1,1,0,2808.33,S,0.6925341849253418,1
23,salta,2,27,5,,1,3,3,1,0,2808.33,S,0.6925341849253418,1
23,salta,2,12,5,,1,3,5,1,0,2808.33,S,0.6925341849253418,1
23,salta,1,60,1,60.0,1,1,2,1,3,2808.33,S,0.6925341849253418,1
23,salta,2,7,5,,1,4,5,1,0,2808.33,S,0.6925341849253418,1
23,salta,1,-1,5,,7,4,5,3,0,2808.33,S,0.6925341849253418,1
23,salta,2,87,4,,7,3,1,2,0,4875.0,S,1.20217501202175,0
23,salta,2,26,5,45.0,4,1,5,1,3,4875.0,S,1.20217501202175,0
23,salta,1,7,5,,1,4,5,1,0,4875.0,S,1.20217501202175,0
23,salta,2,4,5,,7,4,5,2,0,4875.0,S,1.20217501202175,0
23,salta,2,64,4,12.0,2,1,1,1,3,4075.0,S,1.00489501004895,0
23,salta,1,24,5,20.0,3,1,3,1,3,4075.0,S,1.00489501004895,0
23,salta,1,32,5,20.0,4,1,3,1,3,4075.0,S,1.00489501004895,0
23,salta,2,10,5,,1,3,3,1,0,1500.0,S,0.369900003699,1
23,salta,1,2,5,,7,4,3,2,0,1500.0,S,0.369900003699,1
23,salta,1,28,1,,3,1,1,1,3,2190.0,S,0.54005400540054,1
23,salta,2,29,1,18.0,3,1,2,1,3,2190.0,S,0.54005400540054,1
23,salta,1,3,5,,7,4,3,2,0,2190.0,S,0.54005400540054,1
23,salta,1,10,5,,1,3,3,1,0,2190.0,S,0.54005400540054,1
23,salta,1,16,5,,3,3,9,1,0,2190.0,S,0.54005400540054,1
23,salta,1,63,2,,3,3,1,1,0,4333.33,S,1.0685991886859918,0
23,salta,2,70,2,,4,3,2,1,0,4333.33,S,1.0685991886859918,0
23,salta,1,39,5,35.0,5,1,3,1,2,4333.33,S,1.0685991886859918,0
23,salta,1,54,1,,2,3,1,1,0,2128.57,S,0.5249053672490537,1
23,salta,2,25,5,21.0,4,1,3,1,3,2128.57,S,0.5249053672490537,1
23,salta,2,22,5,,4,3,3,1,0,2128.57,S,0.5249053672490537,1
23,salta,2,1,5,,7,4,5,3,0,2128.57,S,0.5249053672490537,1
23,salta,2,3,5,,7,4,5,2,0,2128.57,S,0.5249053672490537,1
23,salta,2,53,1,,4,3,2,1,0,2128.57,S,0.5249053672490537,1
23,salta,1,1,5,,7,4,5,3,0,2128.57,S,0.5249053672490537,1
23,salta,2,61,1,,1,3,1,1,0,3898.33,S,0.9613281876132819,1
23,salta,1,64,1,60.0,4,1,2,1,3,3898.33,S,0.9613281876132819,1
23,salta,1,29,1,35.0,5,1,1,1,3,7875.0,S,1.9419750194197503,0
23,salta,2,29,1,48.0,5,1,2,1,3,7875.0,S,1.9419750194197503,0
23,salta,2,4,5,,7,4,3,2,0,7875.0,S,1.9419750194197503,0
23,salta,2,13,5,,1,3,9,1,0,7875.0,S,1.9419750194197503,0
23,salta,2,40,1,,2,3,1,1,0,2128.57,S,0.5249053672490537,1
23,salta,1,23,5,48.0,4,1,3,1,3,2128.57,S,0.5249053672490537,1
23,salta,2,19,5,,2,3,3,1,0,2128.57,S,0.5249053672490537,1
23,salta,1,18,5,,1,3,3,1,0,2128.57,S,0.5249053672490537,1
23,salta,1,14,5,,3,3,3,1,0,2128.57,S,0.5249053672490537,1
23,salta,2,6,5,,1,4,3,1,0,2128.57,S,0.5249053672490537,1
23,salta,2,5,5,,7,4,3,2,0,2128.57,S,0.5249053672490537,1
23,salta,2,66,2,,3,3,1,1,0,3266.67,S,0.8055608300556083,1
23,salta,1,64,2,,3,3,2,1,0,3266.67,S,0.8055608300556083,1
23,salta,2,13,5,,1,3,5,1,0,3266.67,S,0.8055608300556083,1
23,salta,1,58,1,40.0,3,1,1,1,3,5550.0,S,1.3686300136863,0
23,salta,2,68,1,40.0,2,1,2,1,3,5550.0,S,1.3686300136863,0
23,salta,2,56,3,30.0,4,1,1,1,3,20000.0,S,4.93200004932,0
23,salta,1,54,2,40.0,3,1,1,1,3,5200.0,S,1.2823200128232002,0
23,salta,1,13,5,,3,3,5,1,0,2200.0,S,0.5425200054252001,1
23,salta,1,68,2,70.0,3,1,1,1,2,4333.33,S,1.0685991886859918,0
23,salta,2,68,2,35.0,1,1,2,1,4,4333.33,S,1.0685991886859918,0
23,salta,1,37,5,40.0,4,1,3,1,3,4333.33,S,1.0685991886859918,0
23,salta,1,56,2,48.0,1,1,1,1,2,2083.33,S,0.5137491831374918,1
23,salta,2,57,2,,2,3,2,1,0,2083.33,S,0.5137491831374918,1
23,salta,2,31,5,30.0,5,1,3,1,3,2083.33,S,0.5137491831374918,1
23,salta,2,10,5,,1,3,5,1,0,2083.33,S,0.5137491831374918,1
23,salta,2,13,5,,3,3,5,1,0,2083.33,S,0.5137491831374918,1
23,salta,1,7,5,,1,4,5,2,0,2083.33,S,0.5137491831374918,1
23,salta,1,45,2,30.0,4,1,1,1,3,3833.33,S,0.9452991874529918,1
23,salta,2,42,2,,5,3,2,1,0,3833.33,S,0.9452991874529918,1
23,salta,1,23,2,48.0,6,1,3,1,3,3833.33,S,0.9452991874529918,1
23,salta,1,21,5,30.0,5,1,3,1,3,3833.33,S,0.9452991874529918,1
23,salta,1,14,5,,3,3,3,1,0,3833.33,S,0.9452991874529918,1
23,salta,2,23,2,,5,3,4,1,0,3833.33,S,0.9452991874529918,1
23,salta,2,75,4,,1,3,1,1,0,4040.0,S,0.9962640099626401,1
23,salta,1,29,5,,4,3,3,1,0,4075.0,S,1.00489501004895,0
23,salta,1,67,2,,4,3,1,1,0,3700.0,S,0.9124200091242001,1
23,salta,2,59,2,,2,3,2,1,0,3700.0,S,0.9124200091242001,1
23,salta,1,94,4,,1,3,1,1,0,11250.0,S,2.7742500277425,0
23,salta,2,66,4,,4,3,3,1,0,11250.0,S,2.7742500277425,0
23,salta,2,50,5,,4,3,1,1,0,2700.0,S,0.6658200066582001,1
23,salta,2,23,5,20.0,6,1,3,1,3,2700.0,S,0.6658200066582001,1
23,salta,1,20,5,,3,2,3,1,3,2700.0,S,0.6658200066582001,1
23,salta,2,53,5,30.0,6,1,1,1,3,5975.0,S,1.47343501473435,0
23,salta,1,30,5,30.0,4,1,3,1,3,5975.0,S,1.47343501473435,0
23,salta,1,28,5,63.0,4,1,3,1,3,5975.0,S,1.47343501473435,0
23,salta,2,12,5,,1,3,3,1,0,5975.0,S,1.47343501473435,0
23,salta,1,60,2,48.0,3,1,1,1,3,3468.75,S,0.8553937585539375,1
23,salta,2,54,2,,3,3,2,1,0,3468.75,S,0.8553937585539375,1
23,salta,2,17,5,,3,3,5,1,0,3468.75,S,0.8553937585539375,1
23,salta,1,9,5,,1,4,5,1,0,3468.75,S,0.8553937585539375,1
23,salta,1,28,2,84.0,4,1,4,1,3,3468.75,S,0.8553937585539375,1
23,salta,1,3,5,,7,4,5,2,0,3468.75,S,0.8553937585539375,1
23,salta,1,25,5,43.0,5,1,1,1,3,5875.0,S,1.44877501448775,0
23,salta,2,52,5,48.0,2,1,6,1,3,5875.0,S,1.44877501448775,0
23,salta,1,74,3,,4,3,1,1,0,11000.0,S,2.7126000271260002,0
23,salta,1,37,5,,3,3,9,1,0,11000.0,S,2.7126000271260002,0
23,salta,1,61,5,0.0,5,1,1,1,1,15000.0,S,3.6990000369900002,0
23,salta,2,78,5,,2,3,1,1,0,3833.33,S,0.9452991874529918,1
23,salta,2,52,5,26.0,4,1,3,1,3,3833.33,S,0.9452991874529918,1
23,salta,2,13,5,,3,3,5,1,0,3833.33,S,0.9452991874529918,1
23,salta,1,44,1,34.0,3,1,1,1,3,8225.0,S,2.02828502028285,0
23,salta,2,33,1,20.0,4,1,2,1,3,8225.0,S,2.02828502028285,0
23,salta,2,82,4,,2,3,6,1,0,8225.0,S,2.02828502028285,0
23,salta,2,3,5,,7,4,3,2,0,8225.0,S,2.02828502028285,0
23,salta,2,59,5,24.0,6,1,1,1,3,42000.0,S,10.357200103572001,0
23,salta,2,26,5,32.0,6,1,1,1,3,32000.0,S,7.891200078912001,0
23,salta,1,47,3,55.0,5,1,1,1,3,9000.0,S,2.2194000221940002,0
23,salta,1,16,5,,3,3,3,1,0,9000.0,S,2.2194000221940002,0
23,salta,2,33,5,54.0,6,1,1,1,3,4500.0,S,1.1097000110970001,0
22,catamarca,1,39,1,20.0,2,1,1,1,3,2487.5,N,0.613417506134175,1
22,catamarca,2,38,1,20.0,4,1,2,1,3,2487.5,N,0.613417506134175,1
22,catamarca,2,11,5,,1,3,3,1,0,2487.5,N,0.613417506134175,1
22,catamarca,2,16,5,,3,3,3,1,0,2487.5,N,0.613417506134175,1
22,catamarca,1,52,2,63.0,3,1,1,1,2,6000.0,N,1.479600014796,0
22,catamarca,2,43,2,35.0,4,1,2,1,3,6000.0,N,1.479600014796,0
22,catamarca,1,20,5,,5,3,3,1,0,6000.0,N,1.479600014796,0
22,catamarca,2,65,5,,2,3,1,1,0,2000.0,N,0.49320000493200006,1
22,catamarca,1,14,5,,3,3,5,1,0,2000.0,N,0.49320000493200006,1
22,catamarca,2,80,4,,2,3,1,1,0,4750.0,N,1.1713500117135,0
22,catamarca,2,53,4,24.0,2,1,3,1,3,4750.0,N,1.1713500117135,0
22,catamarca,1,54,2,40.0,3,1,1,1,3,7500.0,N,1.8495000184950001,0
22,catamarca,2,51,2,,2,3,2,1,0,7500.0,N,1.8495000184950001,0
22,catamarca,1,34,5,40.0,6,1,3,1,3,7500.0,N,1.8495000184950001,0
22,catamarca,1,20,5,,4,3,3,1,0,7500.0,N,1.8495000184950001,0
22,catamarca,2,8,5,,1,4,5,1,0,7500.0,N,1.8495000184950001,0
22,catamarca,1,57,2,15.0,3,1,1,1,2,1582.5,N,0.39024450390244503,1
22,catamarca,2,38,1,,4,2,1,1,3,3000.0,N,0.739800007398,1
22,catamarca,1,31,1,36.0,4,1,2,1,3,3000.0,N,0.739800007398,1
22,catamarca,2,40,1,,4,3,1,1,0,3500.0,N,0.8631000086310001,1
22,catamarca,1,52,1,30.0,2,1,2,1,2,3500.0,N,0.8631000086310001,1
22,catamarca,2,23,5,28.0,5,1,1,1,3,3500.0,N,0.8631000086310001,1
22,catamarca,1,35,1,30.0,3,1,1,1,3,1000.0,N,0.24660000246600003,1
22,catamarca,2,32,1,,3,3,2,1,0,1000.0,N,0.24660000246600003,1
22,catamarca,1,15,5,,3,3,3,1,0,1000.0,N,0.24660000246600003,1
22,catamarca,1,13,5,,3,3,3,1,0,1000.0,N,0.24660000246600003,1
22,catamarca,1,6,5,,1,4,3,1,0,1000.0,N,0.24660000246600003,1
22,catamarca,2,71,3,,2,3,1,1,0,4000.0,N,0.9864000098640001,1
22,catamarca,2,20,5,,5,3,5,1,0,4000.0,N,0.9864000098640001,1
22,catamarca,1,38,1,72.0,4,1,1,1,3,6500.0,N,1.6029000160290001,0
22,catamarca,2,24,1,30.0,6,1,4,1,3,14666.67,N,3.6168008581680087,0
22,catamarca,1,38,5,36.0,5,1,1,1,2,5333.33,N,1.3151991911519918,0
22,catamarca,2,66,4,,6,3,6,1,0,5333.33,N,1.3151991911519918,0
22,catamarca,2,83,4,,2,3,9,1,0,5333.33,N,1.3151991911519918,0
22,catamarca,1,77,4,,2,3,1,1,0,2326.67,N,0.5737568277375683,1
22,catamarca,2,46,2,36.0,6,1,3,1,2,2326.67,N,0.5737568277375683,1
22,catamarca,1,46,2,30.0,5,1,4,1,2,2326.67,N,0.5737568277375683,1
22,catamarca,1,13,5,,3,3,5,1,0,2326.67,N,0.5737568277375683,1
22,catamarca,2,10,5,,1,3,5,1,0,2326.67,N,0.5737568277375683,1
22,catamarca,2,8,5,,1,4,5,1,0,2326.67,N,0.5737568277375683,1
22,catamarca,2,65,4,60.0,4,1,1,1,2,24000.0,N,5.918400059184,0
22,catamarca,1,38,1,60.0,4,1,1,1,3,528.57,N,0.13034536330345364,1
22,catamarca,2,44,1,,3,2,2,1,3,528.57,N,0.13034536330345364,1
22,catamarca,2,17,5,,3,3,3,1,0,528.57,N,0.13034536330345364,1
22,catamarca,2,16,5,,3,3,3,1,0,528.57,N,0.13034536330345364,1
22,catamarca,1,15,5,,3,3,3,1,0,528.57,N,0.13034536330345364,1
22,catamarca,1,12,5,,3,3,3,1,0,528.57,N,0.13034536330345364,1
22,catamarca,2,9,5,,1,4,3,1,0,528.57,N,0.13034536330345364,1
23,salta,2,-1,5,,7,4,3,3,0,4500.0,S,1.1097000110970001,0
23,salta,1,84,5,,6,3,1,1,0,30000.0,S,7.3980000739800005,0
23,salta,1,42,1,6.0,1,1,1,1,2,4250.0,S,1.0480500104805002,0
23,salta,2,57,1,24.0,3,1,2,1,2,4250.0,S,1.0480500104805002,0
23,salta,2,42,2,8.0,3,1,1,1,3,2911.11,S,0.7178797331787974,1
23,salta,1,67,3,,1,3,6,1,0,2911.11,S,0.7178797331787974,1
23,salta,2,23,5,18.0,4,1,3,1,3,2911.11,S,0.7178797331787974,1
23,salta,2,21,5,18.0,5,1,3,1,3,2911.11,S,0.7178797331787974,1
23,salta,2,2,5,,7,4,5,2,0,2911.11,S,0.7178797331787974,1
23,salta,1,1,5,,7,4,5,3,0,2911.11,S,0.7178797331787974,1
23,salta,1,23,1,54.0,2,1,4,1,2,2911.11,S,0.7178797331787974,1
23,salta,1,57,2,66.0,3,1,2,1,3,2911.11,S,0.7178797331787974,1
23,salta,1,38,4,,3,3,9,1,0,2911.11,S,0.7178797331787974,1
23,salta,1,37,1,30.0,3,1,1,1,1,12450.0,S,3.0701700307017004,0
23,salta,2,36,1,35.0,3,1,2,1,3,12450.0,S,3.0701700307017004,0
23,salta,2,40,1,0.0,5,1,1,1,3,12333.33,S,3.041399208413992,0
23,salta,1,37,1,48.0,4,1,2,1,3,12333.33,S,3.041399208413992,0
22,catamarca,2,57,2,,4,3,2,1,0,1582.5,N,0.39024450390244503,1
22,catamarca,2,24,5,,4,2,3,1,0,1582.5,N,0.39024450390244503,1
22,catamarca,2,4,5,,7,4,5,2,0,1582.5,N,0.39024450390244503,1
22,catamarca,1,37,5,42.0,4,1,1,1,3,3550.0,N,0.8754300087543001,1
22,catamarca,2,51,2,24.0,2,1,8,1,3,3550.0,N,0.8754300087543001,1
22,catamarca,1,53,2,36.0,3,1,9,1,2,3550.0,N,0.8754300087543001,1
22,catamarca,1,22,5,,3,3,9,1,0,3550.0,N,0.8754300087543001,1
22,catamarca,1,21,5,,3,3,9,1,0,3550.0,N,0.8754300087543001,1
22,catamarca,1,16,5,,3,3,9,1,0,3550.0,N,0.8754300087543001,1
22,catamarca,1,29,1,72.0,4,1,1,1,3,1600.0,N,0.39456000394560004,1
22,catamarca,2,37,1,,4,3,2,1,0,1600.0,N,0.39456000394560004,1
22,catamarca,1,14,5,,3,3,3,1,0,1600.0,N,0.39456000394560004,1
22,catamarca,2,9,5,,1,4,3,1,0,1600.0,N,0.39456000394560004,1
22,catamarca,2,5,5,,7,4,3,2,0,1600.0,N,0.39456000394560004,1
22,catamarca,2,3,5,,7,4,3,2,0,1600.0,N,0.39456000394560004,1
22,catamarca,1,48,2,,4,3,1,1,0,3666.67,N,0.9042008310420083,1
22,catamarca,2,47,2,,4,3,2,1,0,3666.67,N,0.9042008310420083,1
22,catamarca,2,25,5,48.0,6,1,3,1,3,3666.67,N,0.9042008310420083,1
22,catamarca,2,40,1,,4,3,2,1,0,6500.0,N,1.6029000160290001,0
22,catamarca,2,81,4,,1,3,1,1,0,5000.0,N,1.23300001233,0
22,catamarca,2,53,5,,5,3,3,1,0,5000.0,N,1.23300001233,0
22,catamarca,1,25,1,54.0,3,1,1,1,3,4160.0,N,1.02585601025856,0
22,catamarca,2,25,1,,4,3,2,1,0,4160.0,N,1.02585601025856,0
22,catamarca,1,3,5,,7,4,3,2,0,4160.0,N,1.02585601025856,0
22,catamarca,1,2,5,,7,4,3,2,0,4160.0,N,1.02585601025856,0
22,catamarca,1,60,3,48.0,2,1,7,1,3,4160.0,N,1.02585601025856,0
22,catamarca,1,75,1,,2,3,1,1,0,4250.0,N,1.0480500104805002,0
22,catamarca,2,58,1,,3,3,2,1,0,4250.0,N,1.0480500104805002,0
22,catamarca,2,87,4,,2,3,1,1,0,2266.67,N,0.5589608275896083,1
22,catamarca,1,56,5,15.0,3,1,3,1,2,2266.67,N,0.5589608275896083,1
22,catamarca,1,20,5,,3,3,5,1,0,2266.67,N,0.5589608275896083,1
22,catamarca,1,55,2,35.0,6,1,1,1,3,4750.0,N,1.1713500117135,0
22,catamarca,2,56,2,,4,3,2,1,0,4750.0,N,1.1713500117135,0
22,catamarca,1,22,5,,5,3,3,1,0,4750.0,N,1.1713500117135,0
22,catamarca,2,19,5,,5,3,3,1,0,4750.0,N,1.1713500117135,0
22,catamarca,2,37,2,15.0,2,1,1,1,3,2875.0,N,0.70897500708975,1
22,catamarca,1,71,2,,6,3,1,1,0,6500.0,N,1.6029000160290001,0
22,catamarca,2,69,2,,6,3,2,1,0,6500.0,N,1.6029000160290001,0
22,catamarca,1,72,4,,2,3,1,1,0,7000.0,N,1.7262000172620002,0
22,catamarca,1,56,2,,4,3,1,1,0,2175.0,N,0.5363550053635501,1
22,catamarca,2,60,2,,5,3,2,1,0,2175.0,N,0.5363550053635501,1
22,catamarca,2,23,5,,5,3,3,1,0,2175.0,N,0.5363550053635501,1
22,catamarca,1,6,5,,7,4,5,2,0,2175.0,N,0.5363550053635501,1
22,catamarca,2,50,5,,4,1,1,1,2,7133.33,N,1.7590791955907918,0
22,catamarca,2,21,5,40.0,4,1,3,1,3,7133.33,N,1.7590791955907918,0
22,catamarca,2,15,5,,3,3,3,1,0,7133.33,N,1.7590791955907918,0
22,catamarca,1,67,2,,1,3,1,1,0,2800.0,N,0.6904800069048,1
22,catamarca,2,72,2,,2,3,2,1,0,2800.0,N,0.6904800069048,1
22,catamarca,1,7,5,,1,4,9,2,0,2800.0,N,0.6904800069048,1
22,catamarca,2,57,3,,6,3,1,1,0,11500.0,N,2.835900028359,0
22,catamarca,1,30,5,0.0,5,1,3,1,3,11500.0,N,2.835900028359,0
23,salta,1,15,5,,3,3,3,1,0,12333.33,S,3.041399208413992,0
23,salta,2,19,5,,3,3,1,1,0,2000.0,S,0.49320000493200006,1
23,salta,1,18,5,48.0,4,1,3,1,3,2000.0,S,0.49320000493200006,1
23,salta,1,11,5,,1,3,3,1,0,2000.0,S,0.49320000493200006,1
23,salta,1,34,4,25.0,4,1,1,1,2,2666.67,S,0.6576008285760083,1
23,salta,1,10,5,,1,3,3,1,0,2666.67,S,0.6576008285760083,1
23,salta,1,3,5,,7,4,3,2,0,2666.67,S,0.6576008285760083,1
23,salta,1,76,2,,2,3,1,1,0,4916.67,S,1.2124508341245084,0
23,salta,1,33,5,60.0,4,1,3,1,3,4916.67,S,1.2124508341245084,0
23,salta,1,17,5,25.0,3,1,5,1,3,4916.67,S,1.2124508341245084,0
23,salta,1,15,5,,3,2,5,1,3,4916.67,S,1.2124508341245084,0
23,salta,2,12,5,,1,3,5,1,0,4916.67,S,1.2124508341245084,0
23,salta,2,68,2,,2,3,2,1,0,4916.67,S,1.2124508341245084,0
23,salta,2,39,2,,2,3,1,1,0,2957.14,S,0.7292307312923073,1
