provincia_completa,empleo_prom,salario_prom,ln_empleo_prom,provincia_tratada,aglomerado,gen,edad,e_civil,ht_ocup,nivel_ed,cond_act,cond_parent,alfabet,cat_ocup,percap_fam,tama_aglomerado,nivel_pobreza,cond_pobre
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,2,1,46,5.0,48.0,3,1,9,1.0,3.0,5625.0,S,1.38712501387125,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,2,1,39,2.0,48.0,4,1,1,1.0,2.0,4600.0,S,1.1343600113436,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,2,2,43,2.0,,4,3,2,1.0,,4600.0,S,1.1343600113436,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,2,1,24,5.0,0.0,4,1,3,1.0,3.0,4600.0,S,1.1343600113436,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,2,1,20,5.0,,3,3,3,1.0,,4600.0,S,1.1343600113436,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,2,1,6,5.0,,1,4,3,2.0,,4600.0,S,1.1343600113436,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,2,2,42,5.0,48.0,5,1,1,1.0,3.0,8166.67,S,2.0139008421390083,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,2,2,24,5.0,,5,3,3,1.0,,8166.67,S,2.0139008421390083,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,2,1,80,4.0,,1,3,6,1.0,,8166.67,S,2.0139008421390083,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,2,2,63,4.0,9.0,1,1,1,1.0,3.0,8800.0,S,2.1700800217008003,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,2,1,53,2.0,48.0,2,1,1,1.0,3.0,2750.0,S,0.6781500067815001,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,2,2,54,2.0,,1,3,2,1.0,,2750.0,S,0.6781500067815001,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,2,2,83,4.0,,2,3,1,1.0,,6000.0,S,1.479600014796,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,2,2,10,5.0,,1,3,5,1.0,,6000.0,S,1.479600014796,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,2,1,39,5.0,40.0,6,1,3,1.0,2.0,6000.0,S,1.479600014796,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,2,2,49,1.0,30.0,6,1,1,1.0,3.0,8000.0,S,1.972800019728,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,2,1,50,1.0,30.0,3,1,2,1.0,2.0,8000.0,S,1.972800019728,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,2,2,67,4.0,,3,3,1,1.0,,10000.0,S,2.46600002466,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,2,1,31,1.0,48.0,6,1,1,1.0,3.0,6300.0,S,1.5535800155358002,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,2,2,32,1.0,48.0,3,1,2,1.0,3.0,6300.0,S,1.5535800155358002,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,2,2,10,5.0,,1,3,3,1.0,,6300.0,S,1.5535800155358002,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,2,2,4,5.0,,7,4,3,2.0,,6300.0,S,1.5535800155358002,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,2,2,2,5.0,,7,4,3,2.0,,6300.0,S,1.5535800155358002,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,2,2,69,4.0,20.0,6,1,1,1.0,3.0,19500.0,S,4.808700048087,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,2,2,66,1.0,,4,3,1,1.0,,5500.0,S,1.356300013563,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,2,1,66,1.0,,4,3,2,1.0,,5500.0,S,1.356300013563,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,2,2,64,5.0,10.0,4,1,1,1.0,3.0,8425.0,S,2.0776050207760504,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,2,1,44,3.0,72.0,4,1,1,1.0,3.0,6666.67,S,1.6440008384400084,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,2,2,9,5.0,,1,4,3,1.0,,6666.67,S,1.6440008384400084,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,2,1,15,5.0,,3,3,3,1.0,,6666.67,S,1.6440008384400084,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,2,2,49,3.0,,3,3,1,1.0,,3500.0,S,0.8631000086310001,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,2,2,20,1.0,,3,3,1,1.0,,4733.33,S,1.167239189672392,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,2,1,23,1.0,48.0,3,1,2,1.0,3.0,4733.33,S,1.167239189672392,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,2,2,3,5.0,,7,4,3,2.0,,4733.33,S,1.167239189672392,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,2,1,64,3.0,63.0,3,1,1,1.0,3.0,2800.0,S,0.6904800069048,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,2,1,56,1.0,36.0,4,1,1,1.0,1.0,1244.44,S,0.306878907068789,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,2,2,48,1.0,,2,3,2,1.0,,1244.44,S,0.306878907068789,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,2,1,13,5.0,,3,3,3,1.0,,1244.44,S,0.306878907068789,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,2,2,28,5.0,,4,2,9,1.0,3.0,1244.44,S,0.306878907068789,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,2,2,8,5.0,,1,4,5,1.0,,1244.44,S,0.306878907068789,1
