provincia_completa,empleo_prom,salario_prom,ln_empleo_prom,provincia_tratada,aglomerado,gen,edad,e_civil,ht_ocup,nivel_ed,cond_act,cond_parent,alfabet,cat_ocup,percap_fam,tama_aglomerado,nivel_pobreza,cond_pobre
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,1,10,5.0,,1,3,5,1.0,,2737.5,S,0.6750675067506751,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,2,9,5.0,,1,4,5,1.0,,2737.5,S,0.6750675067506751,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,2,7,5.0,,1,4,5,1.0,,2737.5,S,0.6750675067506751,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,1,25,1.0,40.0,3,1,4,1.0,3.0,2737.5,S,0.6750675067506751,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,1,64,5.0,40.0,6,1,1,1.0,3.0,17000.0,S,4.192200041922001,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,2,36,3.0,40.0,4,1,1,1.0,3.0,6500.0,S,1.602900016029,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,1,43,2.0,40.0,6,1,1,1.0,3.0,14000.0,S,3.4524000345240005,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,2,37,2.0,40.0,6,1,2,1.0,1.0,14000.0,S,3.4524000345240005,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,2,8,5.0,,1,4,3,1.0,,14000.0,S,3.4524000345240005,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,2,17,5.0,,3,3,3,1.0,,14000.0,S,3.4524000345240005,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,2,15,5.0,,3,3,3,1.0,,14000.0,S,3.4524000345240005,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,1,51,2.0,45.0,4,1,1,1.0,3.0,6000.0,S,1.479600014796,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,2,46,2.0,45.0,4,1,2,1.0,3.0,6000.0,S,1.479600014796,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,2,13,5.0,,3,3,3,1.0,,6000.0,S,1.479600014796,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,1,6,5.0,,1,4,3,1.0,,6000.0,S,1.479600014796,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,1,58,2.0,45.0,6,1,1,1.0,2.0,20000.0,S,4.93200004932,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,2,56,2.0,,6,3,2,1.0,,20000.0,S,4.93200004932,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,2,26,5.0,40.0,6,1,3,1.0,3.0,20000.0,S,4.93200004932,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,2,22,5.0,,5,3,3,1.0,,20000.0,S,4.93200004932,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,2,80,4.0,,2,3,1,1.0,,10000.0,S,2.46600002466,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,2,44,5.0,15.0,2,1,1,1.0,3.0,3840.0,S,0.94694400946944,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,1,24,5.0,34.0,4,1,3,1.0,3.0,3840.0,S,0.94694400946944,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,1,17,5.0,,3,3,3,1.0,,3840.0,S,0.94694400946944,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,2,15,5.0,,3,3,3,1.0,,3840.0,S,0.94694400946944,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,1,13,5.0,,3,3,3,1.0,,3840.0,S,0.94694400946944,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,2,11,5.0,,1,3,3,1.0,,3840.0,S,0.94694400946944,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,1,47,5.0,40.0,2,1,1,1.0,2.0,10000.0,S,2.46600002466,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,2,72,4.0,,4,3,1,1.0,,4312.5,S,1.0634625106346252,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,1,42,1.0,,4,2,3,1.0,3.0,4312.5,S,1.0634625106346252,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,2,30,1.0,48.0,4,1,4,1.0,3.0,4312.5,S,1.0634625106346252,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,2,10,5.0,,1,3,5,1.0,,4312.5,S,1.0634625106346252,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,2,56,1.0,20.0,2,1,1,1.0,3.0,3500.0,S,0.8631000086310001,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,1,55,1.0,49.0,4,1,2,1.0,3.0,3500.0,S,0.8631000086310001,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,1,18,5.0,18.0,3,1,3,1.0,3.0,3500.0,S,0.8631000086310001,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,2,36,2.0,,2,3,1,1.0,,2166.67,S,0.5343008273430083,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,2,38,2.0,72.0,2,1,2,1.0,3.0,2166.67,S,0.5343008273430083,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,1,51,1.0,48.0,3,1,1,1.0,2.0,28500.0,S,7.028100070281001,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,2,50,1.0,40.0,4,1,2,1.0,3.0,28500.0,S,7.028100070281001,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,2,48,4.0,48.0,4,1,1,1.0,3.0,4000.0,S,0.986400009864,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,2,18,5.0,,3,3,3,1.0,,4000.0,S,0.986400009864,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,2,14,5.0,,3,3,3,1.0,,4000.0,S,0.986400009864,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,2,32,2.0,,5,3,1,1.0,,3750.0,S,0.9247500092475,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,1,40,2.0,48.0,5,1,2,1.0,3.0,3750.0,S,0.9247500092475,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,2,10,5.0,,1,3,3,1.0,,3750.0,S,0.9247500092475,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,2,3,5.0,,7,4,3,2.0,,3750.0,S,0.9247500092475,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,1,68,2.0,,2,3,1,1.0,,5000.0,S,1.23300001233,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,2,67,2.0,,2,3,2,1.0,,5000.0,S,1.23300001233,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,1,14,5.0,,3,3,3,1.0,,6500.0,S,1.602900016029,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,1,9,5.0,,1,4,3,1.0,,6500.0,S,1.602900016029,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,1,29,1.0,66.0,4,1,1,1.0,3.0,3925.0,S,0.96790500967905,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,2,25,1.0,,6,3,2,1.0,,3925.0,S,0.96790500967905,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,2,6,5.0,,1,4,3,1.0,,3925.0,S,0.96790500967905,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,1,-1,5.0,,7,4,3,3.0,,3925.0,S,0.96790500967905,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,2,78,4.0,,2,3,1,1.0,,9750.0,S,2.4043500240435,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,2,40,2.0,,4,3,3,1.0,,9750.0,S,2.4043500240435,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,1,39,2.0,72.0,4,1,4,1.0,3.0,9750.0,S,2.4043500240435,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,1,14,5.0,,3,3,5,1.0,,9750.0,S,2.4043500240435,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,2,45,3.0,6.0,4,1,1,1.0,3.0,1400.0,S,0.3452400034524,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,1,9,5.0,,1,4,3,1.0,,1400.0,S,0.3452400034524,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,1,5,5.0,,1,4,3,1.0,,1400.0,S,0.3452400034524,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,2,36,1.0,,3,3,1,1.0,,3200.0,S,0.7891200078912001,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,1,39,1.0,40.0,2,1,2,1.0,3.0,3200.0,S,0.7891200078912001,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,1,18,5.0,,3,3,3,1.0,,3200.0,S,0.7891200078912001,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,1,32,2.0,48.0,5,1,1,1.0,3.0,6000.0,S,1.479600014796,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,2,23,2.0,,5,3,2,1.0,,6000.0,S,1.479600014796,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,2,2,5.0,,7,4,3,2.0,,6000.0,S,1.479600014796,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,1,-1,5.0,,7,4,3,3.0,,6000.0,S,1.479600014796,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,1,42,2.0,40.0,2,1,1,1.0,3.0,3250.0,S,0.8014500080145001,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,2,40,2.0,,3,3,2,1.0,,3250.0,S,0.8014500080145001,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,1,19,5.0,,3,3,3,1.0,,3250.0,S,0.8014500080145001,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,2,14,5.0,,3,3,3,1.0,,3250.0,S,0.8014500080145001,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,2,58,4.0,12.0,3,1,1,1.0,3.0,2400.0,S,0.5918400059184,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,2,45,3.0,24.0,5,1,1,1.0,3.0,5250.0,S,1.2946500129465002,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,2,6,5.0,,7,4,3,1.0,,5250.0,S,1.2946500129465002,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,1,46,5.0,44.0,2,1,1,1.0,3.0,12666.67,S,3.1236008532360087,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,1,21,5.0,,2,2,3,1.0,3.0,12666.67,S,3.1236008532360087,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,1,14,5.0,,3,3,3,1.0,,2166.67,S,0.5343008273430083,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,2,12,5.0,,3,3,3,1.0,,2166.67,S,0.5343008273430083,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,1,1,5.0,,7,4,3,3.0,,2166.67,S,0.5343008273430083,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,2,19,5.0,12.0,3,1,3,1.0,3.0,2166.67,S,0.5343008273430083,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,2,51,3.0,30.0,6,1,1,1.0,3.0,10000.0,S,2.46600002466,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,2,43,2.0,40.0,5,1,1,1.0,2.0,6875.0,S,1.69537501695375,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,1,43,2.0,0.0,6,1,2,1.0,3.0,6875.0,S,1.69537501695375,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,2,16,5.0,,3,3,3,1.0,,6875.0,S,1.69537501695375,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,1,18,5.0,,5,3,3,1.0,,6875.0,S,1.69537501695375,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,2,3,5.0,,7,4,3,2.0,,1400.0,S,0.3452400034524,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,1,56,1.0,40.0,2,1,1,1.0,2.0,750.0,S,0.1849500018495,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,2,52,1.0,,2,2,2,1.0,3.0,750.0,S,0.1849500018495,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,1,23,5.0,,3,3,3,1.0,,750.0,S,0.1849500018495,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,1,22,5.0,,3,2,3,1.0,3.0,750.0,S,0.1849500018495,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,2,39,2.0,48.0,3,1,1,1.0,2.0,1860.0,S,0.45867600458676,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,1,34,2.0,48.0,1,1,2,1.0,2.0,1860.0,S,0.45867600458676,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,2,16,5.0,,3,3,3,1.0,,1860.0,S,0.45867600458676,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,1,12,5.0,,3,3,3,1.0,,1860.0,S,0.45867600458676,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,1,3,5.0,,7,4,3,2.0,,1860.0,S,0.45867600458676,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,2,76,4.0,,1,3,1,1.0,,8750.0,S,2.1577500215775003,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,1,51,5.0,24.0,3,1,3,1.0,3.0,8750.0,S,2.1577500215775003,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,2,14,5.0,,3,3,3,1.0,,3200.0,S,0.7891200078912001,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,1,12,5.0,,3,3,3,1.0,,3200.0,S,0.7891200078912001,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,2,31,5.0,16.0,5,1,1,1.0,3.0,4533.33,S,1.1179191891791918,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,2,65,3.0,44.0,4,1,6,1.0,3.0,4533.33,S,1.1179191891791918,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,2,3,5.0,,7,4,3,2.0,,4533.33,S,1.1179191891791918,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,1,58,2.0,45.0,2,1,1,1.0,2.0,7500.0,S,1.849500018495,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,2,58,2.0,,2,3,2,1.0,,7500.0,S,1.849500018495,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,2,76,4.0,,4,3,1,1.0,,10000.0,S,2.46600002466,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,1,23,5.0,40.0,5,1,1,1.0,3.0,13000.0,S,3.205800032058,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,1,38,2.0,80.0,3,1,1,1.0,3.0,3833.33,S,0.9452991874529918,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,2,35,2.0,48.0,3,1,2,1.0,2.0,3833.33,S,0.9452991874529918,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,2,17,5.0,,3,3,3,1.0,,3833.33,S,0.9452991874529918,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,2,14,5.0,,3,3,3,1.0,,3833.33,S,0.9452991874529918,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,2,10,5.0,,1,3,3,1.0,,3833.33,S,0.9452991874529918,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,1,2,5.0,,7,4,3,2.0,,3833.33,S,0.9452991874529918,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,1,24,5.0,40.0,3,1,3,1.0,3.0,12666.67,S,3.1236008532360087,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,1,41,2.0,54.0,4,1,1,1.0,3.0,6250.0,S,1.5412500154125002,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,2,38,2.0,,6,2,2,1.0,3.0,6250.0,S,1.5412500154125002,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,2,15,5.0,,3,3,3,1.0,,6250.0,S,1.5412500154125002,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,2,12,5.0,,3,3,3,1.0,,6250.0,S,1.5412500154125002,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,1,77,1.0,,7,3,1,2.0,,2800.0,S,0.6904800069048,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,2,72,1.0,,1,3,2,1.0,,2800.0,S,0.6904800069048,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,1,52,5.0,18.0,4,1,3,1.0,2.0,2800.0,S,0.6904800069048,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,1,38,3.0,,3,2,3,1.0,1.0,2800.0,S,0.6904800069048,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,1,47,2.0,,2,2,1,1.0,2.0,250.0,S,0.0616500006165,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,2,48,2.0,,2,3,2,1.0,,250.0,S,0.0616500006165,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,2,14,5.0,,3,3,3,1.0,,250.0,S,0.0616500006165,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,1,18,5.0,,3,3,3,1.0,,250.0,S,0.0616500006165,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,1,77,2.0,,2,3,1,1.0,,5700.0,S,1.4056200140562,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,1,45,2.0,63.0,3,1,1,1.0,3.0,2500.0,S,0.616500006165,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,2,43,2.0,,2,3,2,1.0,,2500.0,S,0.616500006165,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,1,23,5.0,,4,2,3,1.0,3.0,2500.0,S,0.616500006165,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,2,19,5.0,,5,3,3,1.0,,2500.0,S,0.616500006165,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,2,17,5.0,,3,3,3,1.0,,2500.0,S,0.616500006165,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,1,5,5.0,,7,4,3,1.0,,2500.0,S,0.616500006165,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,1,66,3.0,39.0,1,1,1,1.0,2.0,9000.0,S,2.219400022194,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,1,43,2.0,,2,3,1,1.0,,785.71,S,0.1937560879375608,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,2,38,2.0,,2,3,2,1.0,,785.71,S,0.1937560879375608,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,1,19,5.0,6.0,3,1,3,1.0,2.0,785.71,S,0.1937560879375608,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,2,15,5.0,,3,3,3,1.0,,785.71,S,0.1937560879375608,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,2,10,5.0,,1,3,3,1.0,,785.71,S,0.1937560879375608,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,1,8,5.0,,1,4,3,1.0,,785.71,S,0.1937560879375608,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,2,62,4.0,,4,3,1,1.0,,15000.0,S,3.69900003699,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,1,42,2.0,,3,1,1,1.0,3.0,5333.33,S,1.3151991911519918,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,2,27,2.0,,4,3,2,1.0,,5333.33,S,1.3151991911519918,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,1,4,5.0,,7,4,3,2.0,,5333.33,S,1.3151991911519918,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,2,78,4.0,,4,3,1,1.0,,8000.0,S,1.972800019728,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,1,39,2.0,48.0,2,1,1,1.0,3.0,4800.0,S,1.1836800118368,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,2,44,2.0,20.0,3,1,2,1.0,3.0,4800.0,S,1.1836800118368,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,1,26,1.0,45.0,4,1,3,1.0,3.0,4800.0,S,1.1836800118368,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,2,24,1.0,48.0,4,1,4,1.0,3.0,4800.0,S,1.1836800118368,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,1,7,5.0,,1,4,5,1.0,,4800.0,S,1.1836800118368,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,1,25,1.0,60.0,3,1,1,1.0,3.0,2450.0,S,0.6041700060417,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,2,30,1.0,,2,3,2,1.0,,2450.0,S,0.6041700060417,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,1,11,5.0,,1,3,3,1.0,,2450.0,S,0.6041700060417,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,2,10,5.0,,1,3,3,1.0,,2450.0,S,0.6041700060417,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,1,32,1.0,54.0,4,1,1,1.0,3.0,6500.0,S,1.602900016029,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,2,31,1.0,,6,3,2,1.0,,6500.0,S,1.602900016029,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,1,68,2.0,,3,3,1,1.0,,5333.33,S,1.3151991911519918,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,2,64,2.0,56.0,4,1,2,1.0,1.0,5333.33,S,1.3151991911519918,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,1,23,5.0,8.0,5,1,3,1.0,3.0,5333.33,S,1.3151991911519918,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,1,38,1.0,0.0,7,1,1,1.0,3.0,1950.0,S,0.4808700048087,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,2,35,1.0,,7,3,2,1.0,,1950.0,S,0.4808700048087,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,2,4,5.0,,7,4,3,2.0,,1950.0,S,0.4808700048087,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,1,1,5.0,,7,4,3,3.0,,1950.0,S,0.4808700048087,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,2,73,2.0,,2,3,2,1.0,,5700.0,S,1.4056200140562,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,1,37,2.0,,2,2,1,1.0,2.0,3233.33,S,0.7973391859733918,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,2,44,2.0,,1,3,2,1.0,,3233.33,S,0.7973391859733918,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,2,75,4.0,3.0,1,1,6,2.0,2.0,3233.33,S,0.7973391859733918,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,2,43,1.0,66.0,2,1,1,1.0,3.0,8000.0,S,1.972800019728,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,1,43,2.0,,3,2,1,1.0,3.0,3333.33,S,0.8219991862199918,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,2,45,2.0,30.0,6,1,2,1.0,3.0,3333.33,S,0.8219991862199918,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,1,12,5.0,,3,3,3,1.0,,3333.33,S,0.8219991862199918,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,1,24,1.0,,3,1,1,1.0,3.0,4425.0,S,1.09120501091205,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,2,26,1.0,,3,3,2,1.0,,4425.0,S,1.09120501091205,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,2,1,5.0,,7,4,3,3.0,,4425.0,S,1.09120501091205,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,1,6,5.0,,1,4,3,1.0,,4425.0,S,1.09120501091205,0
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,1,2,5.0,,7,4,3,2.0,,785.71,S,0.1937560879375608,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,1,22,1.0,20.0,2,1,1,1.0,3.0,1275.0,S,0.31441500314415,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,2,22,1.0,,3,3,2,1.0,,1275.0,S,0.31441500314415,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,2,4,5.0,,7,4,3,2.0,,1275.0,S,0.31441500314415,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,1,2,5.0,,7,4,3,2.0,,1275.0,S,0.31441500314415,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,1,37,2.0,50.0,3,1,1,1.0,3.0,3800.0,S,0.9370800093708,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,2,30,2.0,,4,3,2,1.0,,3800.0,S,0.9370800093708,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,2,15,5.0,,3,3,3,1.0,,3800.0,S,0.9370800093708,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,1,14,5.0,,3,3,3,1.0,,3800.0,S,0.9370800093708,1
buenos_aires,2861.9506315911462,30038.444987356583,6.350851392019366,1,33,1,3,5.0,,7,4,3,2.0,,3800.0,S,0.9370800093708,1
