provincia_completa,anio,trimestre,empleo_prom_trimestre,salario_prom_trimestre,provincia_tratada
salta,2020,4,1315.106719367589,60378.35512964427,1
salta,2021,1,1365.0555555555557,58000.59373412698,1
salta,2021,2,1311.3214285714287,72921.76548412698,1
salta,2021,3,1327.1746031746031,72100.2812936508,1
salta,2021,4,1382.1785714285713,92116.2404563492,1
san_juan,2015,1,986.2540322580645,9073.302139112902,0
san_juan,2015,2,993.497975708502,10961.063182591093,0
san_juan,2015,3,975.5325203252032,10224.415874796747,0
san_juan,2015,4,959.266129032258,12391.42049516129,0
san_juan,2016,1,963.2570281124498,11280.06006626506,0
san_juan,2016,2,953.1365461847389,13991.50655943775,0
san_juan,2016,3,944.6129032258065,12894.160826209678,0
san_juan,2016,4,953.9311740890688,16850.10962145749,1
san_juan,2017,1,975.1544715447154,15736.14979796748,1
san_juan,2017,2,963.7520325203252,18967.224658130082,1
san_juan,2017,3,945.2936507936508,17718.955790873013,1
san_juan,2017,4,950.8901960784314,22089.522870588236,1
san_juan,2018,1,992.032,20551.598446,1
san_juan,2018,2,987.1084337349398,24947.086107630523,1
san_juan,2018,3,988.54,23777.5208676,1
san_juan,2018,4,970.7755905511812,30222.223662598426,1
san_juan,2019,1,1005.3130081300814,28327.96780894309,1
san_juan,2019,2,986.4918699186992,35273.824963414634,1
san_juan,2019,3,965.5819672131148,33324.84615983607,1
san_juan,2019,4,966.9294605809129,43095.986784232366,1
san_juan,2020,1,977.3166666666667,46265.46859583333,1
san_juan,2020,2,889.9016393442623,51607.768565573766,1
san_juan,2020,3,894.1157024793389,47990.627962809915,1
san_juan,2020,4,917.9958847736625,59416.437296296295,1
san_juan,2021,1,929.2650602409639,62919.06853012048,1
san_juan,2021,2,938.9277108433735,76560.14945783133,1
san_juan,2021,3,935.574297188755,74566.538686747,1
san_juan,2021,4,954.3092369477912,95225.77468674698,1
san_luis,2015,1,1426.0444444444445,9523.702224444445,0
san_luis,2015,2,1457.6592592592592,11650.954007407407,0
san_luis,2015,3,1464.5703703703705,10852.092127407408,0
san_luis,2015,4,1436.6592592592592,13754.378033333334,0
san_luis,2016,1,1351.3142857142857,12385.26269,0
san_luis,2016,2,1337.1942446043165,16196.755133812949,0
san_luis,2016,3,1312.9927536231885,15378.7031557971,0
san_luis,2016,4,1371.871212121212,19744.08579166667,1
san_luis,2017,1,1385.5454545454545,17507.068128030303,1
san_luis,2017,2,1368.1742424242425,21087.656658333333,1
san_luis,2017,3,1333.2962962962963,19356.50943037037,1
san_luis,2017,4,1329.2074074074073,24700.775717777775,1
san_luis,2018,1,1371.6969696969697,21627.107947727272,1
san_luis,2018,2,1374.123076923077,26546.83426923077,1
san_luis,2018,3,1347.8837209302326,24910.571689922483,1
san_luis,2018,4,1335.4921875,31703.5181640625,1
san_luis,2019,1,1338.5891472868218,30007.168380620158,1
san_luis,2019,2,1336.6124031007753,37441.97356589147,1
san_luis,2019,3,1320.4418604651162,36142.60748062016,1
san_luis,2019,4,1288.1627906976744,46599.758604651164,1
san_luis,2020,1,1275.5503875968993,46429.29387596899,1
san_luis,2020,2,1242.953488372093,53412.329418604655,1
san_luis,2020,3,1302.2764227642276,49508.461439024395,1
san_luis,2020,4,1330.4754098360656,64654.97973770492,1
san_luis,2021,1,1349.0416666666667,62840.81229166666,1
san_luis,2021,2,1339.5833333333333,78344.78585833333,1
san_luis,2021,3,1330.7704918032787,75895.78140983607,1
san_luis,2021,4,1361.2622950819673,100041.54768032787,1
santa_cruz,2015,1,1393.5,18255.46894912281,0
santa_cruz,2015,2,1443.2792792792793,22060.309400000002,0
santa_cruz,2015,3,1413.2543859649122,20782.080478070176,0
santa_cruz,2015,4,1444.298245614035,24019.390216666667,0
santa_cruz,2016,1,1384.201754385965,22971.185315789477,0
santa_cruz,2016,2,1313.6491228070176,28174.05340789474,0
santa_cruz,2016,3,1297.1666666666667,26772.45664385965,0
santa_cruz,2016,4,1325.1061946902655,32126.682109734513,1
santa_cruz,2017,1,1389.3153153153153,32250.599201801804,1
santa_cruz,2017,2,1363.3513513513512,38184.866837837835,1
santa_cruz,2017,3,1345.1801801801803,36193.60856936937,1
santa_cruz,2017,4,1342.5398230088495,42858.591858407075,1
santa_cruz,2018,1,1338.3628318584072,40410.333743362826,1
santa_cruz,2018,2,1309.3603603603603,48128.16015315315,1
santa_cruz,2018,3,1289.1711711711712,44391.78710810811,1
santa_cruz,2018,4,1307.0973451327434,54854.68986725664,1
santa_cruz,2019,1,1341.9026548672566,53046.34467256637,1
santa_cruz,2019,2,1285.3125,64541.051660714285,1
santa_cruz,2019,3,1263.0087719298247,63219.06512280701,1
santa_cruz,2019,4,1297.2543859649122,80898.64957017545,1
santa_cruz,2020,1,1328.7456140350878,83251.62529824562,1
santa_cruz,2020,2,1257.701754385965,85470.32560526316,1
santa_cruz,2020,3,1256.9649122807018,81972.70460526315,1
santa_cruz,2020,4,1263.9649122807018,105742.71499122807,1
santa_cruz,2021,1,1311.4298245614036,109991.87136842105,1
santa_cruz,2021,2,1317.3947368421052,134148.79131578948,1
santa_cruz,2021,3,1319.2543859649122,135172.16012280702,1
santa_cruz,2021,4,1339.9736842105262,169855.15512280702,1
santa_fe,2015,1,5057.37962962963,11395.200971604938,0
santa_fe,2015,2,5140.663580246914,14089.056962345678,0
santa_fe,2015,3,5137.731481481482,13183.62469506173,0
santa_fe,2015,4,5168.79012345679,16046.830063888889,0
santa_fe,2016,1,5092.462962962963,15058.702511419751,0
santa_fe,2016,2,5086.858024691358,18679.207555246914,0
santa_fe,2016,3,5069.0123456790125,17430.846170987654,0
santa_fe,2016,4,5115.811728395061,21937.546363580248,1
santa_fe,2017,1,5135.413580246914,20453.094645987654,1
santa_fe,2017,2,5174.753086419753,24275.95035493827,1
santa_fe,2017,3,5177.481481481482,22341.27006759259,1
santa_fe,2017,4,5251.58950617284,27224.083891975308,1
santa_fe,2018,1,5320.248427672956,24757.416307861637,1
santa_fe,2018,2,5322.091194968553,29601.118057232703,1
santa_fe,2018,3,5290.534591194969,27144.921871069182,1
santa_fe,2018,4,5277.836477987421,35065.13276415094,1
santa_fe,2019,1,5246.084905660377,34232.232056603774,1
santa_fe,2019,2,5241.415094339623,42399.95148427673,1
santa_fe,2019,3,5213.166666666667,40256.27375157233,1
santa_fe,2019,4,5193.279874213837,52043.17670754717,1
santa_fe,2020,1,5095.53144654088,52966.90938050314,1
santa_fe,2020,2,4970.792452830188,60971.38200314466,1
santa_fe,2020,3,4960.993710691824,55532.20675157233,1
santa_fe,2020,4,5002.2169811320755,71066.7736226415,1
santa_fe,2021,1,5009.707547169812,70191.25895597484,1
santa_fe,2021,2,5076.311320754717,87564.83353459119,1
santa_fe,2021,3,5141.066037735849,84271.38026100628,1
santa_fe,2021,4,5289.03144654088,108845.46616352203,1
santiago_del_estero,2015,1,539.3651315789474,7743.517096052631,0
santiago_del_estero,2015,2,549.59,9579.125668666667,0
santiago_del_estero,2015,3,552.6688963210702,9028.251124414715,0
santiago_del_estero,2015,4,542.9403973509934,10943.722684437087,0
santiago_del_estero,2016,1,532.1258278145696,10132.283890066226,0
santiago_del_estero,2016,2,533.9431438127091,12862.979408361205,0
santiago_del_estero,2016,3,531.7333333333333,11852.803638,0
santiago_del_estero,2016,4,530.2218543046357,14760.372190066224,0
santiago_del_estero,2017,1,541.1328903654485,13758.07925448505,0
santiago_del_estero,2017,2,555.4493243243244,16833.646746283783,0
santiago_del_estero,2017,3,569.581081081081,15860.68515,0
santiago_del_estero,2017,4,572.4433333333334,19311.542167333333,1
santiago_del_estero,2018,1,574.5247524752475,16964.128008580858,1
santiago_del_estero,2018,2,596.0513698630137,20716.906239726028,1
santiago_del_estero,2018,3,578.8316498316499,19302.29993872054,1
santiago_del_estero,2018,4,576.5358361774744,24389.95311808874,1
santiago_del_estero,2019,1,552.6612377850163,22941.976324755702,1
santiago_del_estero,2019,2,549.0921052631579,28334.01868453947,1
santiago_del_estero,2019,3,571.5670103092783,27496.981125429553,1
santiago_del_estero,2019,4,553.6122448979592,34860.086447959184,1
santiago_del_estero,2020,1,556.6088435374149,34221.08458843538,1
santiago_del_estero,2020,2,544.7525773195877,42550.53343986254,1
santiago_del_estero,2020,3,530.5612244897959,38619.41332312926,1
santiago_del_estero,2020,4,552.5894736842105,49747.73381754386,1
santiago_del_estero,2021,1,550.5807560137457,47938.469697594504,1
santiago_del_estero,2021,2,547.3593220338983,61511.708644067796,1
santiago_del_estero,2021,3,535.343137254902,58902.87329542483,1
santiago_del_estero,2021,4,544.0681818181819,73127.34081493507,1
tierra_del_fuego,2015,1,3137.3055555555557,23912.311530555555,0
tierra_del_fuego,2015,2,3266.4166666666665,27502.022666666668,0
tierra_del_fuego,2015,3,3437.027777777778,27171.429194444445,0
tierra_del_fuego,2015,4,3642.527777777778,32705.519444444442,0
tierra_del_fuego,2016,1,3313.972222222222,29078.95352777778,0
tierra_del_fuego,2016,2,3197.722222222222,34631.11938888889,0
tierra_del_fuego,2016,3,3171.472222222222,33253.80097222222,0
tierra_del_fuego,2016,4,3187.0833333333335,45980.877166666665,0
tierra_del_fuego,2017,1,3074.472222222222,40599.522750000004,0
tierra_del_fuego,2017,2,3029.9444444444443,47794.741555555556,0
tierra_del_fuego,2017,3,3093.777777777778,42327.93505555556,0
tierra_del_fuego,2017,4,3225.527777777778,54028.1745,0
tierra_del_fuego,2018,1,3504.4545454545455,41072.59512121212,0
tierra_del_fuego,2018,2,3415.5454545454545,51704.367333333335,0
tierra_del_fuego,2018,3,3314.6969696969695,46634.7936969697,0
tierra_del_fuego,2018,4,3001.222222222222,72952.19158333333,0
tierra_del_fuego,2019,1,2867.3611111111113,68502.24783333334,0
tierra_del_fuego,2019,2,2749.4444444444443,83381.17819444445,0
tierra_del_fuego,2019,3,2697.1666666666665,76727.01769444445,0
tierra_del_fuego,2019,4,2720.1111111111113,103789.76058333334,0
tierra_del_fuego,2020,1,2688.1388888888887,103389.32833333334,0
tierra_del_fuego,2020,2,2591.4166666666665,105590.61905555555,0
tierra_del_fuego,2020,3,2717.1111111111113,96447.16675,0
tierra_del_fuego,2020,4,2954.9444444444443,133542.33730555556,0
tierra_del_fuego,2021,1,2883.0555555555557,130639.71252777777,0
tierra_del_fuego,2021,2,2861.6388888888887,157320.57572222222,0
tierra_del_fuego,2021,3,2898.027777777778,142735.75969444445,0
tierra_del_fuego,2021,4,3072.1388888888887,195310.25783333334,0
tucuman,2015,1,1909.7795918367347,8586.16647632653,0
tucuman,2015,2,2087.98353909465,10126.220091769546,0
tucuman,2015,3,2103.6747967479673,9853.999120325205,0
tucuman,2015,4,2012.8266129032259,11917.226686290323,0
tucuman,2016,1,1980.201646090535,11190.788674485597,0
tucuman,2016,2,2155.02489626556,13265.447942323652,0
tucuman,2016,3,2231.0714285714284,12930.295019327732,0
tucuman,2016,4,2198.614406779661,16079.932819915255,0
tucuman,2017,1,2074.25,15122.6130425,0
tucuman,2017,2,2306.948717948718,17341.99925128205,0
tucuman,2017,3,2303.1476793248944,16478.326780590716,0
tucuman,2017,4,2255.4041666666667,20219.274605,1
tucuman,2018,1,2192.929166666667,18908.25527875,1
tucuman,2018,2,2358.970588235294,21706.071028571427,1
tucuman,2018,3,2437.4514767932487,20621.391099156117,1
tucuman,2018,4,2301.6066945606694,26595.131974895397,1
tucuman,2019,1,2221.253164556962,25860.97401308017,1
tucuman,2019,2,2405.563559322034,30817.08036059322,1
tucuman,2019,3,2362.225,29620.968772083335,1
tucuman,2019,4,2230.4979423868313,38673.21890534979,1
tucuman,2020,1,2241.771551724138,39423.83137931035,1
tucuman,2020,2,2391.2294372294373,44243.00223290043,1
tucuman,2020,3,2318.303418803419,40794.10425641025,1
tucuman,2020,4,2191.1518987341774,52352.04782700422,1
tucuman,2021,1,2135.090909090909,54582.693132231405,1
tucuman,2021,2,2377.034188034188,63517.78475213675,1
tucuman,2021,3,2394.0384615384614,63630.24414957265,1
tucuman,2021,4,2293.534188034188,80159.00201282052,1
