provincia_completa,anio,trimestre,empleo_prom_trimestre,salario_prom_trimestre,provincia_tratada
chubut,2019,2,1692.2758620689656,56761.95894252874,1
chubut,2019,3,1733.2298850574712,54971.69096551724,1
chubut,2019,4,1730.5314285714285,69912.22258171429,1
chubut,2020,1,1717.9830508474577,72175.37639548023,1
chubut,2020,2,1609.8079096045199,78970.01509039548,1
chubut,2020,3,1625.5505617977528,74888.84170786517,1
chubut,2020,4,1641.3351955307262,94928.28724581005,1
chubut,2021,1,1718.849710982659,93446.16490751445,1
chubut,2021,2,1676.345029239766,118302.1089766082,1
chubut,2021,3,1703.051724137931,116183.92193678161,1
chubut,2021,4,1778.1242603550295,151370.7353372781,1
ciudad_autonoma_de_buenos_aires,2015,1,16506.256140350877,15156.700516842106,0
ciudad_autonoma_de_buenos_aires,2015,2,16576.849122807016,17000.825088421054,0
ciudad_autonoma_de_buenos_aires,2015,3,16760.190812720848,15738.245128621907,0
ciudad_autonoma_de_buenos_aires,2015,4,17046.910394265233,19052.202746594983,0
ciudad_autonoma_de_buenos_aires,2016,1,17618.62222222222,19771.49703851852,0
ciudad_autonoma_de_buenos_aires,2016,2,16933.84229390681,22546.32839390681,0
ciudad_autonoma_de_buenos_aires,2016,3,16639.363957597172,21109.325899646643,0
ciudad_autonoma_de_buenos_aires,2016,4,16658.482394366198,25689.31611971831,0
ciudad_autonoma_de_buenos_aires,2017,1,16418.961672473866,26305.82931010453,0
ciudad_autonoma_de_buenos_aires,2017,2,16424.23076923077,29402.15044755245,0
ciudad_autonoma_de_buenos_aires,2017,3,17097.579710144928,27144.930898550727,0
ciudad_autonoma_de_buenos_aires,2017,4,17226.231884057972,32572.630043478257,0
ciudad_autonoma_de_buenos_aires,2018,1,17465.89338235294,31854.256305147057,0
ciudad_autonoma_de_buenos_aires,2018,2,17674.902621722846,37136.65265168539,0
ciudad_autonoma_de_buenos_aires,2018,3,17634.89138576779,34326.697737827715,0
ciudad_autonoma_de_buenos_aires,2018,4,17598.52808988764,43245.16745318352,0
ciudad_autonoma_de_buenos_aires,2019,1,16517.12323943662,46957.67636267605,0
ciudad_autonoma_de_buenos_aires,2019,2,16305.661971830987,54539.908795774645,0
ciudad_autonoma_de_buenos_aires,2019,3,16261.725352112677,50990.2414471831,0
ciudad_autonoma_de_buenos_aires,2019,4,16658.115942028984,65802.68783333333,0
ciudad_autonoma_de_buenos_aires,2020,1,15992.108771929825,70751.03004912281,0
ciudad_autonoma_de_buenos_aires,2020,2,15431.113074204946,73637.06992932862,0
ciudad_autonoma_de_buenos_aires,2020,3,15658.440433212996,69552.8448700361,0
ciudad_autonoma_de_buenos_aires,2020,4,15687.758122743682,88389.42471480145,0
ciudad_autonoma_de_buenos_aires,2021,1,15607.714285714286,96978.77348214286,0
ciudad_autonoma_de_buenos_aires,2021,2,15835.460144927536,111974.83509057971,0
ciudad_autonoma_de_buenos_aires,2021,3,16052.669144981413,107659.01647211896,0
ciudad_autonoma_de_buenos_aires,2021,4,16003.277777777777,141659.38166296296,0
cordoba,2015,1,3786.2698795180722,10908.723758313254,0
cordoba,2015,2,3836.3276283618584,12838.701477261613,0
cordoba,2015,3,3838.0048780487805,11874.203426585367,0
cordoba,2015,4,3876.743276283619,14511.289314914426,0
cordoba,2016,1,3928.002450980392,13911.606191176472,0
cordoba,2016,2,3886.468137254902,17184.36895612745,0
cordoba,2016,3,3893.4592592592594,15898.656619753086,0
